9.313	0.5075	0	9.313	0.5075	0	5.665	0.5075	0	0.511	0	0	0.489	0	0	0.467	0	0	0	0.1	0.4285	0	0	0.5285
0	-0.5	0	0	-0.5	0	0	-0.5	0	0	-0.5	0	0	-0.5	0	0	-0.5	0	0	-0.5	0.1	0	-0.5	0
1.97	11.59	0.8785	1.038	11.59	0.8785	1.97	3.5345	0.4425	0	0.257	0.5	0	0.253	0.5	0	0.119	0	0.4	0	0	0	0	0
0	0.4735	0.4345	0	0.4735	0.4345	0	0.4735	0.4345	0	0	0	0	0	0	0	0	0	0.2	0.225	0.1	0	0.2	0
0	13.4825	16.645	0	13.4825	12.397	0	6.671	8.933	0	0.24	0.7045	0	0.2235	0.7865	0	0.144	0.6175	0	0.2	0.1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2665	0	0	0	0
6.48	0.52	0	6.48	0.52	0	3.824	0.52	0	0.476	0	0	0.476	0	0	0	0	0	0	0.25	0	0.2	0.25	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0.6	0.5	0.75	0.6	0.5
0	0.917	0	0	0.4345	0	0	0.917	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0.1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0.2	0	0
0	0.46	2.1845	0	0.46	2.1845	0	0.46	2.1845	0	0	0.5	0	0	0.5	0	0	0.3335	0	0	0.1	0	0.1	0.1
12.315	11.181	6.881	6.799	8.651	5.062	7.26	5.5285	5.5115	0.641	0.456	0.7025	0.81	0.2905	0.786	0.393	0.381	0.395	0	0.4	0.65	0	0.2	0.5
0	2.3415	1.233	0	2.3415	1.233	0	1.913	1.233	0	0.3335	0.5	0	0.3335	0.5	0	0.5	0.5	0	0.0555	0	0	0	0
0	0.4415	1.595	0	0	0.972	0	0.4415	1.1305	0	0	0.5	0	0	0.5	0	0	0.5	0.2	0.5	0	0	0.5	0.1
0	0	9.897	0	0	9.3605	0	0	3.6315	0	0	0.202	0	0	0.229	0	0	0.05	0	0	0	0	0	0
0	3.65	0.8825	0	3.2	0.8825	0	2.7555	0.447	0	0.262	0.5	0	0.3335	0.5	0	0.15	0	0	0	0	0	0	0.5
3.09	15.853	0.4285	3.09	15.853	0.4285	2.223	4.098	0.4285	1	0.1785	0	1	0.174	0	1	0.3335	0	0.625	0.1	0.3	0.5	0.1	0
0	1.3915	0	0	0.8875	0	0	0.9585	0	0	0	0	0	0	0	0	0	0	0.333	0	0	0	0	0
0	0.432	2.238	0	0.432	2.238	0	0.432	0.432	0	0	0.2	0	0	0.2	0	0	0	0	0.1	0.1	0	0	0.1
0	0.457	0	0	0.457	0	0	0.457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6.487	10.185	11.59	6.487	9.1815	11.59	4.694	6.301	3.5345	0.762	0.2925	0.257	0.714	0.275	0.253	0.5	0.182	0.119	0	0	0	0	0	0
0	0	0.447	0	0	0.447	0	0	0.447	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0
4.471	0.897	0.873	4.471	0.897	0.873	3.569	0.897	0.873	0.5	0.5	0.5	0.5	0.5	0.5	0.333	0	0	0	0	0	0	0	0
0.909	8.514	0.5365	0.909	7.9775	0	0.909	2.697	0.5365	0	0.202	0	0	0.229	0	0	0.05	0	0	0	0.225	0	0	0
0	8.1185	0.9785	0	8.1185	0.509	0	1.4255	0.9785	0	0.228	0	0	0.2205	0	0	0	0	0	0	0	0	0	0
0	0.4935	0.917	0	0.4935	0.4345	0	0.4935	0.917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.633	0	0.929	13.648	0	0.4365	4.086	0	0.929	0.581	0	0.5	0.659	0	0	0.5	0	0.5	0	0.6	0.3	0	0.5	0.5
20.321	4.724	3.714	11.274	2.343	2.7655	12.69	2.381	2.365	0.305	0.3665	0.268	0.47	0.4165	0.5	0.103	0.5	0.15	0	0.2	0.75	0	0.2	0.5
44.307	25.257	0.897	44.307	25.257	0.897	15.925	7.373	0.897	0.315	0.127	0.5	0.295	0.118	0.5	0.308	0.2365	0	0	0	0	0	0.5	0
0	3.8075	0.938	0	3.8075	0.938	0	2.5045	0.4605	0	0.2855	0	0	0.25	0	0	0.2	0	0	0	0	0	0	0.3335
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.5	0.2	1	0.4445	0.2
0	0.924	0	0	0.924	0	0	0.924	0	0	0	0	0	0	0	0	0	0	0	0.3	0.5335	0	0.2	0.4335
0.878	0	1.9025	0.878	0	1.9025	0.878	0	1.474	0	0	0.3335	0	0	0.3335	0	0	0.5	0.111	0.2	0	0	0	0
0.987	0.6255	0	0.987	0.6255	0	0.987	0.6255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
