0.912	0.153	0.821	0.29	0.864	0.2
0.91	0.157	0.824	0.286	0.865	0.202
0.908	0.163	0.818	0.299	0.861	0.211
0.911	0.151	0.817	0.29	0.861	0.199
0.909	0.157	0.819	0.291	0.861	0.204
0.914	0.162	0.825	0.305	0.867	0.212
0.912	0.169	0.82	0.317	0.863	0.221
0.914	0.17	0.82	0.323	0.865	0.223
0.91	0.161	0.825	0.293	0.865	0.208
0.913	0.167	0.822	0.311	0.865	0.217
0.909	0.166	0.82	0.303	0.862	0.214
0.91	0.157	0.822	0.289	0.864	0.204
0.908	0.15	0.82	0.278	0.862	0.195
0.914	0.151	0.823	0.287	0.866	0.198
0.915	0.168	0.826	0.312	0.868	0.218
0.913	0.16	0.818	0.307	0.863	0.211
0.909	0.163	0.819	0.301	0.861	0.212
0.916	0.168	0.821	0.324	0.866	0.221
0.91	0.159	0.818	0.297	0.861	0.207
0.909	0.154	0.816	0.292	0.86	0.202
0.913	0.152	0.823	0.288	0.866	0.199
0.913	0.157	0.822	0.296	0.865	0.205
0.914	0.153	0.818	0.3	0.864	0.203
0.91	0.146	0.82	0.275	0.863	0.191
0.912	0.163	0.827	0.296	0.868	0.211
0.909	0.162	0.822	0.296	0.863	0.209
0.911	0.158	0.823	0.292	0.865	0.205
0.912	0.167	0.819	0.314	0.863	0.218
0.912	0.157	0.814	0.305	0.86	0.207
0.911	0.148	0.819	0.283	0.863	0.194
0.913	0.164	0.827	0.301	0.867	0.212
0.903	0.148	0.819	0.264	0.859	0.19
0.907	0.175	0.821	0.312	0.862	0.224
0.905	0.175	0.823	0.304	0.862	0.222
0.908	0.162	0.822	0.294	0.863	0.209
0.909	0.16	0.821	0.295	0.863	0.207
0.904	0.142	0.821	0.253	0.861	0.182
0.914	0.143	0.818	0.282	0.863	0.19
0.912	0.151	0.816	0.294	0.862	0.199
0.913	0.157	0.818	0.303	0.863	0.207
0.91	0.168	0.824	0.304	0.865	0.217
0.907	0.156	0.825	0.275	0.864	0.199
0.908	0.168	0.821	0.303	0.862	0.216
0.909	0.161	0.82	0.296	0.862	0.208
0.908	0.164	0.818	0.301	0.861	0.213
0.91	0.165	0.819	0.306	0.862	0.214
0.914	0.157	0.819	0.305	0.864	0.207
0.908	0.155	0.822	0.281	0.863	0.2
0.913	0.159	0.824	0.298	0.866	0.207
0.909	0.166	0.82	0.302	0.862	0.214
0.91	0.159	0.816	0.301	0.861	0.208
0.909	0.155	0.819	0.287	0.862	0.201
0.911	0.152	0.818	0.289	0.862	0.199
0.91	0.159	0.817	0.3	0.861	0.208
0.912	0.153	0.817	0.296	0.862	0.202
0.911	0.176	0.82	0.324	0.863	0.228
0.912	0.152	0.814	0.3	0.86	0.202
0.909	0.174	0.819	0.317	0.861	0.225
0.909	0.17	0.823	0.306	0.864	0.218
0.911	0.162	0.829	0.292	0.868	0.209
0.907	0.163	0.824	0.287	0.863	0.208
0.914	0.161	0.826	0.299	0.868	0.209
0.91	0.16	0.819	0.299	0.862	0.209
0.912	0.162	0.82	0.306	0.864	0.212
0.914	0.167	0.816	0.324	0.862	0.221
0.912	0.166	0.823	0.308	0.865	0.216
0.915	0.156	0.826	0.295	0.868	0.204
0.915	0.152	0.818	0.302	0.864	0.202
0.911	0.168	0.821	0.309	0.864	0.217
0.909	0.166	0.82	0.303	0.862	0.214
0.911	0.16	0.822	0.297	0.864	0.208
0.915	0.167	0.823	0.318	0.867	0.219
0.913	0.164	0.822	0.307	0.865	0.214
0.906	0.18	0.823	0.314	0.863	0.229
0.909	0.172	0.828	0.3	0.866	0.219
0.912	0.166	0.819	0.314	0.863	0.217
0.914	0.163	0.822	0.31	0.866	0.214
0.905	0.164	0.823	0.287	0.862	0.208
0.912	0.165	0.82	0.31	0.864	0.216
0.91	0.173	0.819	0.321	0.862	0.225
0.906	0.155	0.818	0.282	0.859	0.2
0.91	0.157	0.822	0.289	0.864	0.204
0.913	0.161	0.818	0.31	0.863	0.212
0.909	0.161	0.818	0.297	0.861	0.209
0.914	0.163	0.823	0.307	0.866	0.213
0.905	0.163	0.816	0.295	0.859	0.21
0.908	0.165	0.818	0.304	0.861	0.214
0.908	0.148	0.815	0.28	0.859	0.193
0.91	0.154	0.825	0.282	0.866	0.2
0.909	0.148	0.817	0.282	0.86	0.195
0.916	0.152	0.821	0.298	0.865	0.201
0.911	0.158	0.823	0.292	0.865	0.205
0.916	0.157	0.817	0.312	0.864	0.209
0.911	0.156	0.816	0.3	0.861	0.206
0.913	0.171	0.816	0.328	0.861	0.225
0.916	0.171	0.83	0.317	0.871	0.222
0.907	0.138	0.816	0.261	0.859	0.181
0.911	0.158	0.821	0.295	0.864	0.206
0.909	0.155	0.816	0.294	0.86	0.203
0.909	0.16	0.823	0.292	0.864	0.207
0.912	0.163	0.825	0.3	0.866	0.211
0.911	0.171	0.822	0.312	0.864	0.221
0.908	0.154	0.819	0.286	0.861	0.2
0.911	0.166	0.821	0.308	0.864	0.216
0.909	0.155	0.813	0.297	0.859	0.204
0.908	0.16	0.822	0.289	0.863	0.206
0.908	0.16	0.815	0.3	0.859	0.209
0.909	0.156	0.813	0.297	0.858	0.204
