0.912	0.27	0.784	0.514	0.843	0.354
0.898	0.232	0.778	0.431	0.833	0.302
0.895	0.244	0.777	0.441	0.832	0.314
0.902	0.277	0.794	0.479	0.845	0.351
0.906	0.236	0.787	0.448	0.843	0.309
0.895	0.246	0.78	0.439	0.833	0.316
0.903	0.286	0.8	0.482	0.848	0.359
0.907	0.279	0.806	0.475	0.853	0.352
0.905	0.274	0.793	0.484	0.846	0.35
0.894	0.228	0.787	0.403	0.837	0.291
0.918	0.249	0.781	0.509	0.844	0.334
0.914	0.243	0.779	0.491	0.841	0.325
0.909	0.24	0.778	0.474	0.839	0.319
0.908	0.24	0.784	0.462	0.841	0.316
0.901	0.252	0.782	0.462	0.838	0.326
0.909	0.267	0.792	0.489	0.846	0.345
0.91	0.257	0.8	0.468	0.852	0.332
0.916	0.269	0.793	0.511	0.85	0.352
0.904	0.261	0.779	0.484	0.837	0.339
0.904	0.265	0.789	0.476	0.843	0.34
0.907	0.255	0.787	0.475	0.843	0.332
0.904	0.261	0.792	0.464	0.844	0.334
0.9	0.262	0.792	0.455	0.843	0.332
0.901	0.275	0.796	0.468	0.845	0.346
0.905	0.257	0.781	0.481	0.838	0.335
0.904	0.23	0.782	0.439	0.839	0.302
0.907	0.234	0.785	0.45	0.842	0.308
0.903	0.269	0.793	0.473	0.845	0.343
0.902	0.264	0.795	0.459	0.845	0.335
0.916	0.25	0.799	0.479	0.853	0.328
0.908	0.278	0.789	0.505	0.844	0.359
0.912	0.263	0.785	0.503	0.844	0.345
0.897	0.249	0.778	0.452	0.833	0.321
0.9	0.28	0.798	0.469	0.846	0.35
0.902	0.254	0.78	0.47	0.836	0.33
0.901	0.276	0.785	0.487	0.839	0.352
0.909	0.251	0.786	0.477	0.843	0.329
0.905	0.243	0.784	0.458	0.84	0.318
0.904	0.261	0.778	0.489	0.836	0.341
0.898	0.249	0.792	0.435	0.842	0.317
0.897	0.245	0.781	0.441	0.835	0.315
0.899	0.264	0.777	0.479	0.833	0.34
0.906	0.252	0.793	0.458	0.846	0.325
0.913	0.272	0.79	0.508	0.847	0.354
0.907	0.282	0.788	0.508	0.844	0.363
0.906	0.234	0.778	0.457	0.838	0.309
0.9	0.262	0.788	0.463	0.84	0.335
0.909	0.274	0.795	0.495	0.848	0.353
0.913	0.263	0.786	0.506	0.845	0.346
0.904	0.255	0.789	0.464	0.843	0.329
0.91	0.275	0.805	0.48	0.854	0.35
0.904	0.251	0.778	0.473	0.836	0.328
0.916	0.274	0.795	0.514	0.851	0.357
0.899	0.23	0.784	0.421	0.838	0.298
0.902	0.236	0.772	0.456	0.832	0.311
0.917	0.262	0.783	0.52	0.844	0.348
0.913	0.265	0.784	0.511	0.843	0.349
0.9	0.258	0.788	0.457	0.84	0.329
0.904	0.244	0.776	0.467	0.835	0.321
0.914	0.248	0.79	0.482	0.848	0.327
0.893	0.268	0.79	0.447	0.838	0.335
0.897	0.26	0.785	0.455	0.837	0.331
0.903	0.232	0.785	0.437	0.84	0.303
0.893	0.249	0.804	0.403	0.847	0.308
0.91	0.249	0.783	0.483	0.842	0.329
0.9	0.27	0.796	0.46	0.845	0.341
0.899	0.295	0.797	0.487	0.845	0.367
0.901	0.265	0.789	0.468	0.841	0.338
0.903	0.278	0.778	0.505	0.836	0.358
0.906	0.268	0.776	0.505	0.836	0.351
0.918	0.224	0.789	0.462	0.849	0.301
0.903	0.223	0.779	0.43	0.837	0.294
0.911	0.238	0.782	0.471	0.841	0.316
0.917	0.295	0.785	0.559	0.846	0.386
0.898	0.263	0.786	0.461	0.838	0.335
0.902	0.267	0.793	0.465	0.844	0.339
0.907	0.275	0.783	0.505	0.841	0.356
0.911	0.22	0.777	0.454	0.839	0.296
0.901	0.247	0.787	0.448	0.84	0.318
0.899	0.261	0.789	0.457	0.841	0.333
0.899	0.291	0.805	0.469	0.849	0.359
0.896	0.266	0.781	0.467	0.835	0.339
0.903	0.264	0.783	0.481	0.839	0.341
0.904	0.265	0.786	0.478	0.841	0.341
0.916	0.254	0.779	0.512	0.842	0.34
0.903	0.263	0.8	0.454	0.848	0.333
0.911	0.278	0.792	0.508	0.847	0.36
0.91	0.273	0.791	0.5	0.846	0.353
0.91	0.229	0.782	0.455	0.841	0.305
0.901	0.248	0.777	0.462	0.834	0.323
0.913	0.272	0.788	0.514	0.846	0.356
0.908	0.269	0.794	0.486	0.847	0.346
0.901	0.243	0.802	0.418	0.848	0.307
0.898	0.218	0.781	0.406	0.836	0.283
0.911	0.268	0.788	0.5	0.845	0.349
0.894	0.279	0.792	0.462	0.84	0.348
0.898	0.267	0.802	0.441	0.848	0.333
0.915	0.286	0.796	0.525	0.851	0.37
0.906	0.28	0.797	0.487	0.848	0.355
0.903	0.269	0.783	0.487	0.839	0.347
0.913	0.249	0.773	0.506	0.837	0.334
0.894	0.265	0.783	0.459	0.835	0.336
0.914	0.252	0.798	0.476	0.852	0.33
0.905	0.291	0.79	0.51	0.844	0.371
0.9	0.252	0.788	0.451	0.84	0.324
0.919	0.253	0.792	0.503	0.851	0.337
0.907	0.261	0.775	0.5	0.836	0.343
0.906	0.239	0.779	0.463	0.838	0.315
0.91	0.259	0.789	0.486	0.845	0.338
0.91	0.24	0.789	0.459	0.845	0.315
0.901	0.256	0.802	0.436	0.849	0.322
0.916	0.259	0.785	0.512	0.845	0.344
0.901	0.281	0.797	0.474	0.846	0.353
0.887	0.301	0.798	0.46	0.84	0.364
0.905	0.243	0.778	0.466	0.837	0.32
0.9	0.24	0.785	0.439	0.839	0.31
0.919	0.238	0.78	0.5	0.844	0.322
0.902	0.262	0.806	0.44	0.851	0.329
0.907	0.253	0.784	0.475	0.841	0.33
0.914	0.264	0.787	0.509	0.846	0.348
0.907	0.272	0.782	0.503	0.84	0.353
0.896	0.253	0.78	0.453	0.834	0.325
0.906	0.226	0.802	0.41	0.851	0.291
0.901	0.266	0.785	0.476	0.839	0.342
0.903	0.241	0.789	0.441	0.842	0.311
0.91	0.249	0.802	0.453	0.853	0.322
0.909	0.224	0.779	0.449	0.839	0.299
0.909	0.249	0.802	0.45	0.852	0.321
0.901	0.227	0.784	0.423	0.838	0.295
0.909	0.256	0.791	0.477	0.846	0.333
0.906	0.232	0.788	0.439	0.843	0.304
0.899	0.256	0.792	0.446	0.842	0.325
0.894	0.275	0.778	0.478	0.832	0.349
0.909	0.254	0.791	0.474	0.846	0.331
0.907	0.25	0.789	0.466	0.844	0.325
0.909	0.228	0.79	0.44	0.845	0.3
0.921	0.269	0.791	0.529	0.851	0.356
0.912	0.283	0.79	0.522	0.847	0.367
0.917	0.265	0.796	0.506	0.852	0.347
0.904	0.266	0.788	0.478	0.842	0.342
0.905	0.255	0.781	0.478	0.839	0.333
0.907	0.283	0.785	0.513	0.841	0.365
0.907	0.249	0.783	0.475	0.841	0.327
0.895	0.253	0.793	0.431	0.841	0.319
0.906	0.267	0.787	0.489	0.842	0.345
0.92	0.253	0.784	0.518	0.847	0.34
0.902	0.251	0.789	0.453	0.842	0.323
0.904	0.266	0.79	0.476	0.843	0.341
0.899	0.248	0.774	0.462	0.832	0.323
0.91	0.28	0.784	0.519	0.842	0.364
0.918	0.234	0.79	0.478	0.849	0.314
0.898	0.25	0.779	0.455	0.834	0.323
0.887	0.288	0.797	0.447	0.84	0.35
0.894	0.277	0.785	0.47	0.836	0.349
0.901	0.252	0.788	0.454	0.841	0.324
0.905	0.264	0.779	0.495	0.837	0.345
0.904	0.276	0.795	0.479	0.846	0.35
0.906	0.244	0.768	0.483	0.831	0.324
0.906	0.244	0.79	0.451	0.844	0.317
0.896	0.275	0.781	0.477	0.835	0.349
0.908	0.253	0.784	0.478	0.841	0.331
0.914	0.249	0.772	0.509	0.837	0.334
0.913	0.235	0.779	0.479	0.841	0.316
0.909	0.251	0.786	0.477	0.843	0.329
0.892	0.256	0.772	0.457	0.828	0.328
0.901	0.267	0.786	0.476	0.84	0.342
0.905	0.263	0.788	0.478	0.842	0.34
0.909	0.249	0.797	0.459	0.849	0.323
0.915	0.239	0.775	0.494	0.839	0.322
