0.919	0.2	0.816	0.39	0.864	0.265
0.925	0.19	0.82	0.389	0.869	0.255
0.92	0.189	0.814	0.381	0.864	0.253
0.924	0.195	0.815	0.401	0.866	0.263
0.921	0.2	0.817	0.396	0.866	0.266
0.923	0.18	0.807	0.385	0.861	0.246
0.916	0.176	0.809	0.355	0.859	0.235
0.917	0.182	0.809	0.367	0.86	0.244
0.921	0.193	0.818	0.384	0.867	0.257
0.918	0.176	0.813	0.355	0.862	0.236
0.916	0.181	0.813	0.359	0.861	0.241
0.919	0.189	0.819	0.37	0.866	0.251
0.923	0.193	0.813	0.396	0.864	0.259
0.922	0.201	0.821	0.392	0.868	0.266
0.918	0.195	0.821	0.372	0.867	0.256
0.92	0.202	0.821	0.387	0.868	0.265
0.92	0.178	0.817	0.357	0.865	0.237
0.921	0.18	0.815	0.368	0.865	0.242
0.918	0.202	0.817	0.389	0.864	0.266
0.922	0.189	0.815	0.384	0.865	0.254
0.921	0.199	0.82	0.39	0.868	0.264
0.919	0.202	0.816	0.394	0.865	0.267
0.919	0.19	0.815	0.378	0.864	0.253
0.922	0.192	0.817	0.384	0.866	0.256
0.922	0.191	0.816	0.387	0.866	0.255
0.919	0.193	0.818	0.377	0.865	0.255
0.92	0.188	0.814	0.38	0.864	0.252
0.921	0.206	0.821	0.397	0.868	0.271
0.921	0.192	0.812	0.39	0.863	0.258
0.921	0.199	0.811	0.401	0.862	0.266
0.917	0.198	0.813	0.385	0.862	0.261
0.918	0.181	0.808	0.369	0.859	0.243
0.917	0.192	0.817	0.372	0.864	0.254
0.919	0.19	0.815	0.376	0.864	0.253
0.92	0.185	0.815	0.372	0.864	0.247
0.924	0.182	0.808	0.392	0.863	0.249
0.919	0.197	0.813	0.392	0.863	0.262
0.92	0.193	0.822	0.373	0.868	0.254
0.918	0.188	0.809	0.379	0.86	0.251
0.915	0.185	0.813	0.359	0.861	0.245
0.92	0.186	0.81	0.381	0.862	0.25
0.921	0.192	0.822	0.373	0.869	0.253
0.921	0.197	0.817	0.391	0.866	0.262
0.924	0.19	0.817	0.388	0.867	0.255
0.918	0.192	0.818	0.371	0.865	0.253
0.92	0.178	0.818	0.356	0.866	0.237
0.918	0.189	0.812	0.377	0.861	0.252
0.916	0.185	0.817	0.359	0.864	0.244
0.922	0.201	0.818	0.399	0.867	0.267
0.918	0.195	0.815	0.38	0.863	0.258
0.918	0.174	0.813	0.35	0.862	0.232
0.924	0.188	0.815	0.389	0.866	0.253
0.918	0.188	0.812	0.375	0.862	0.25
0.915	0.187	0.816	0.36	0.863	0.246
0.917	0.182	0.814	0.36	0.863	0.242
0.919	0.193	0.816	0.38	0.865	0.257
0.923	0.181	0.809	0.383	0.862	0.246
0.919	0.189	0.82	0.37	0.867	0.251
0.924	0.179	0.81	0.381	0.863	0.243
0.92	0.195	0.811	0.393	0.862	0.261
0.921	0.19	0.814	0.384	0.864	0.254
0.917	0.203	0.816	0.388	0.864	0.267
0.92	0.192	0.813	0.386	0.863	0.257
0.917	0.184	0.815	0.36	0.863	0.244
0.915	0.191	0.826	0.349	0.868	0.247
0.916	0.186	0.813	0.365	0.862	0.247
0.923	0.189	0.818	0.384	0.867	0.253
0.925	0.203	0.816	0.413	0.867	0.272
0.918	0.189	0.819	0.365	0.866	0.249
0.921	0.193	0.815	0.388	0.864	0.258
0.919	0.191	0.816	0.376	0.864	0.253
0.918	0.178	0.814	0.355	0.862	0.237
0.918	0.191	0.821	0.365	0.867	0.251
