0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.615	0	0	7.615	0	0	0.571	0	0	0.5	0	0	0	0	0	0	0	0
0	1.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0
20.62	14.595	0	20.62	14.595	0	0.332	0.41	0	0.321	0.41	0	0	0	0	0	0	0
0	11.073	0	0	6.428	0	0	0.5	0	0	0.667	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	1	0	0.75	1
1.015	0	9.313	1.015	0	9.313	0	0	0.511	0	0	0.489	0	0.2	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.2	1	0.2	0.2
0	0.962	14.595	0	0.962	14.595	0	0	0.41	0	0	0.41	0	0	0	0	0	0
2.95	0	19.412	0	0	17.302	0.333	0	0.579	0	0	0.581	0.2	0	0.6	0.2	0	0.2
11.545	0	25.225	11.545	0	25.225	0.955	0	0.48	0.939	0	0.447	0	0	0	0	0	0
0.947	0	0	0.947	0	0	0	0	0	0	0	0	0.2	0	0.25	0.4	0	0
0	17.028	0.909	0	15.955	0.909	0	0.404	0	0	0.458	0	0	0	0	0	0	0
0	20.321	7.428	0	11.274	5.531	0	0.305	0.536	0	0.47	1	1	0	0.5	1	0	0
0.894	0	0	0.894	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.904	0	1.915	0	0	0	0	0	0	0	0	0	0.889	0	0.2	1	0	0.4
16.237	0	0	16.237	0	0	0.456	0	0	0.441	0	0	0	0	0	0	0	0
0	23.18	1.97	0	23.18	1.038	0	0.514	0	0	0.506	0	0	0	0.4	0	0	0
0	32.35	0	0	32.35	0	0	0.329	0	0	0.32	0	0.25	0.222	0.667	0	0.111	1
0	3.716	10.855	0	1.821	5.685	0	1	0.6	0	1	0.8	0.333	0	0	0	0	0
1.018	0.918	1.894	1.018	0.918	0.857	0	0	0	0	0	0	0.2	0	0	0	0	0
18.363	4.892	2.007	18.363	4.892	0	0.585	0.7	0	0.55	0.7	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0.75	1	0.6	0.75	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.785	23.207	16.145	1.785	23.207	10.397	1	0.569	0.529	1	0.557	0.636	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1.04	0	0	1.04	0	0	0	0	0	0	0	0.667	0.5	0.333	1	0.5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.007	18.363	6.487	0	18.363	6.487	0	0.585	0.762	0	0.55	0.714	0	0	0	0	0	0
0	31.524	0	0	23.028	0	0	0.409	0	0	0.573	0	0	0.2	0	0	0	0
0	1.74	0	0	1.74	0	0	1	0	0	1	0	0	0	0	0	0	0
0	3.589	0	0	3.589	0	0	0.5	0	0	0.5	0	0.2	0	0.2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0.2	0
0	0	5.51	0	0	5.51	0	0	0.267	0	0	0.267	0	0.4	0	0	0.2	0
0.883	0	0	0	0	0	0	0	0	0	0	0	0	1	0.2	0	1	0
0	6.189	0	0	3.934	0	0	0.8	0	0	1	0	0	0	0	0	0	0
0	0	0.947	0	0	0.947	0	0	0	0	0	0	0	0.2	0.2	0	0	0.4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0
2.734	0	0	2.734	0	0	0.667	0	0	0.667	0	0	0	0	0.2	0	0	0
2.772	1.018	0	1.771	1.018	0	0	0	0	0	0	0	0.333	0	0.2	0	0	0.2
1.746	4.471	0	1.746	4.471	0	1	0.5	0	1	0.5	0	0	0	0	0	0	0
0	4.476	0	0	4.476	0	0	0.4	0	0	0.4	0	0.2	0	0	0.2	0	0
1.073	0	0	0	0	0	0	0	0	0	0	0	0.2	0.25	0	0	0	0
0	0	1.834	0	0	0.869	0	0	0	0	0	0	0	0	0	0	0	0
31.706	0	3.09	31.706	0	3.09	0.357	0	1	0.348	0	1	0.2	0	0.625	0.2	0	0.5
1.766	0	31.524	1.766	0	23.028	1	0	0.409	1	0	0.573	0	0	0.2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	1	0	1	0.889
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.505	1.82	1.823	2.605	1.82	1.823	0.667	1	1	1	1	1	0.429	0	0.2	0.857	0	0.2
1.765	0	0	1.765	0	0	1	0	0	1	0	0	0	0	1	0	1	1
0	20.62	1.82	0	20.62	1.82	0	0.332	1	0	0.321	1	0	0	0	0	0	0
0	0.938	0	0	0.938	0	0	0	0	0	0	0	0	0.25	0	0	0	0
0	6.48	0	0	6.48	0	0	0.476	0	0	0.476	0	0	0	0	0	0.2	0
0	0	7.332	0	0	7.332	0	0	0.571	0	0	0.571	0.333	0	0.6	0	0	0.6
0	1.957	2.753	0	1.018	0.968	0	0	0.333	0	0	0	0.4	0	0.4	0	0	0
0	0	14.633	0	0	13.648	0	0	0.581	0	0	0.659	1	0.2	0	1	0	0
1.794	44.307	0	1.794	44.307	0	1	0.315	0	1	0.295	0	0	0	0	0	0	0
0	7.767	0.914	0	7.767	0.914	0	0.214	0	0	0.214	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.92	0	0	0.92	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0
3.805	0.878	0	3.805	0.878	0	0.667	0	0	0.667	0	0	0	0.111	0	0	0	0
0	0.987	0	0	0.987	0	0	0	0	0	0	0	0	0	0	0	0	0
1.251	0	0.987	1.251	0	0.987	0	0	0	0	0	0	0	0	0	0	0	0
0.869	0	0	0.869	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0
1.876	0	0	1.876	0	0	0	0	0	0	0	0	0	0	0	0.667	0	0
0	10.124	0	0	9.084	0	0	0.778	0	0	0.833	0	0.2	0.25	0	0	0	0.333
0	1.037	0	0	0	0	0	0	0	0	0	0	0.2	0.25	0.333	0	0.125	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2.678	0	0	1.803	0	0	0.333	0	0	1	0	0	0.6	0	0.2	0.4
0	1.757	2.95	0	1.757	0	0	1	0.333	0	1	0	0	0	0.2	0	0	0.2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.918	0	1.018	0.918	0	1.018	0	0	0	0	0	0	0	0	0.2	0	0	0
1.915	1.904	0	0	0	0	0	0	0	0	0	0	0.2	0.889	1	0.4	1	1
10.855	0	3.543	5.685	0	3.543	0.6	0	0.833	0.8	0	0.667	0	0.333	0	0	0	0
0	0.914	0	0	0.914	0	0	0	0	0	0	0	0	0	0	0	0	0
10.124	0.883	0	9.084	0	0	0.778	0	0	0.833	0	0	0.25	0.667	0.2	0	0.889	0
9.313	1.015	0	9.313	1.015	0	0.511	0	0	0.489	0	0	0	0	0.857	0	0	0.857
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.97	0	1.757	1.038	0	1.757	0	0	1	0	0	1	0.4	0	0	0	0	0
0	0	0.869	0	0	0.869	0	0	0	0	0	0	0.2	0.25	0	0	0	0
0	1.74	1.766	0	1.74	1.766	0	0	1	0	0	1	0	0.4	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0	0	0	0
6.48	0	0	6.48	0	0	0.476	0	0	0.476	0	0	0	0	0	0.2	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0.75	1	0	0.75	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0.2
0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0.2	0	0
0	0	0.954	0	0	0.954	0	0	0	0	0	0	0	0	0	0	0	0.2
12.315	19.412	6.294	6.799	17.302	6.294	0.641	0.579	0.905	0.81	0.581	0.905	0	0.6	0.8	0	0.2	1
0	3.805	2.466	0	3.805	2.466	0	0.667	1	0	0.667	1	0	0	0	0	0	0
0	0.883	3.19	0	0	1.944	0	0	1	0	0	1	0.2	0	0	0	0	0
0	0	2.766	0	0	2.766	0	0	0	0	0	0	0	0	0	0	0	0
0	7.3	0	0	6.4	0	0	0.524	0	0	0.667	0	0	0	0	0	0	1
3.09	31.706	0.857	3.09	31.706	0.857	1	0.357	0	1	0.348	0	0.625	0.2	0.6	0.5	0.2	0
0	2.783	0	0	1.775	0	0	0	0	0	0	0	0.333	0	0	0	0	0
0	0.864	4.476	0	0.864	4.476	0	0	0.4	0	0	0.4	0	0.2	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6.487	2.007	0	6.487	0	0	0.762	0	0	0.714	0	0	0	0	0	0	0	0
0	0	0.894	0	0	0.894	0	0	0	0	0	0	0	0.2	0	0	0	0
4.471	0	1.746	4.471	0	1.746	0.5	0	1	0.5	0	1	0	0	0	0	0	0
0.909	0	0	0.909	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.633	0	0	13.648	0	0	0.581	0	0	0.659	0	0	0	1	0.6	0	1	1
20.321	3.806	0	11.274	0.856	0	0.305	0	0	0.47	0	0	0	0	1	0	0	1
44.307	1.073	1.794	44.307	1.073	1.794	0.315	0	1	0.295	0	1	0	0	0	0	0	0
0	7.615	1.876	0	7.615	1.876	0	0.571	0	0	0.5	0	0	0	0	0	0	0.667
0	0	0	0	0	0	0	0	0	0	0	0	0.25	1	0.4	1	0.889	0.2
0	0.954	0	0	0.954	0	0	0	0	0	0	0	0	0.6	0.667	0	0.4	0.667
0.878	0	3.805	0.878	0	3.805	0	0	0.667	0	0	0.667	0.111	0.2	0	0	0	0
0.987	1.251	0	0.987	1.251	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1.073	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
0	0.894	0.894	0	0.894	0.894	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.674	0	3.589	2.674	0	3.589	0.667	0	0.5	0.667	0	0.5	0	0.2	0	0	0	0
0	0.947	0	0	0.947	0	0	0	0	0	0	0	0.25	0.2	0.2	0	0.4	0
25.225	11.545	1.74	25.225	11.545	1.74	0.48	0.955	0	0.447	0.939	0	0	0	0.4	0	0	0
1.018	0	2.772	1.018	0	1.771	0	0	0	0	0	0	0	0.5	0.333	0	0	0
2.678	0	6.189	1.803	0	3.934	0.333	0	0.8	1	0	1	0.6	0	0	0.4	0	0
0	0.993	0	0	0.993	0	0	0	0	0	0	0	0	0.2	0	0	0	0
0	0	8.028	0	0	6.098	0	0	0.556	0	0	0.571	0	0	0.111	0	0	0
7.3	0	0	6.4	0	0	0.524	0	0	0.667	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.4	0	1	0.2
0	0	0.883	0	0	0	0	0	0	0	0	0	1	0.2	0.667	1	0.2	0.889
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.333	0	1	0
0	0	0.909	0	0	0.909	0	0	0	0	0	0	0	0	0.333	0	0	0.333
0	0	0	0	0	0	0	0	0	0	0	0	0.8	0.2	0	1	0.2	0
0	35.935	0.92	0	34.689	0.92	0	0.247	0	0	0.257	0	0	0	0	0	0	0.2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0
3.543	10.855	4.488	3.543	5.685	1.759	0.833	0.6	0.1	0.667	0.8	1	0	0	0	0	0	0
0	3.19	0	0	1.944	0	0	1	0	0	1	0	0	0	0.667	0.2	0	1
0	0.909	1.018	0	0.909	1.018	0	0	0	0	0	0	0.5	0.333	0	0	0.333	0
0	1.894	31.706	0	0.857	31.706	0	0	0.357	0	0	0.348	0	0	0.2	0	0	0.2
0	0	11.143	0	0	8.944	0	0	0.673	0	0	0.639	0	0	0.2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0.667	0	0.4	0.667	0	0.2
3.055	0	0.938	3.055	0	0.938	0.333	0	0	0.333	0	0	0.2	0.5	0.25	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.25	0	0.2	1	0.2
0.909	0	0	0.909	0	0	0	0	0	0	0	0	0.333	0	0.5	0.333	0	0
8.028	0	5.642	6.098	0	3.83	0.556	0	0.733	0.571	0	0.833	0.111	0	0.4	0	0	0.4
0	0.92	0	0	0.92	0	0	0	0	0	0	0	0	0	0	0	0.2	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	1	0	0.2	1
0	16.237	0	0	16.237	0	0	0.456	0	0	0.441	0	0	0	0	0	0	0
0	9.313	0	0	9.313	0	0	0.511	0	0	0.489	0	0.857	0	0	0.857	0	0.2
0	0	0.864	0	0	0.864	0	0	0	0	0	0	0	0	0.2	0	0	0
0.857	3.09	0	0.857	3.09	0	0	1	0	0	1	0	0.6	0.625	0	0	0.5	0
7.715	0	0	7.715	0	0	0.5	0	0	0.5	0	0	0	0.667	0	0	1	0
16.145	1.785	4.892	10.397	1.785	4.892	0.529	1	0.7	0.636	1	0.7	0	0	0	0	0	0
1.823	3.505	0	1.823	2.605	0	1	0.667	0	1	1	0	0.2	0.429	0.2	0.2	0.857	0
1.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29.227	0	0	29.227	0	0	0.489	0	0	0.481	0	0	0	0	0.2	0	0	0
1.037	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0.2	0.125	0	0
0	0	2.783	0	0	1.775	0	0	0	0	0	0	0	0	0	0	0	0
0.883	0	10.124	0	0	9.084	0	0	0.778	0	0	0.833	0.667	1	0.25	0.889	1	0
1.957	0	0	1.018	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0
0.864	0	0	0.864	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0
0	1.04	6.48	0	1.04	6.48	0	0	0.476	0	0	0.476	0	0.5	0	0	0.5	0.2
15.024	0	0	12.028	0	0	0.283	0	0	0.372	0	0	0	1	1	0	1	1
7.767	0	0	7.767	0	0	0.214	0	0	0.214	0	0	0	0.2	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0	0	0	0
0	0.909	1.073	0	0.909	0	0	0	0	0	0	0	0.25	0	0.2	0	0	0
0	7.715	0	0	7.715	0	0	0.5	0	0	0.5	0	0	0	0.2	0	0	0
1.74	7.332	0	1.74	7.332	0	1	0.571	0	1	0.571	0	0	0.6	0	0	0.6	0
3.806	5.642	20.321	0.856	3.83	11.274	0	0.733	0.305	0	0.833	0.47	0	0.4	0	0	0.4	0
0	0	0.878	0	0	0.878	0	0	0	0	0	0	0.2	0.2	0.111	0	0	0
0.993	0	0	0.993	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0
2.466	0	0	2.466	0	0	1	0	0	1	0	0	0	0	0	0	0	0
8.797	7.428	0	7.81	5.531	0	0.75	0.536	0	0.75	1	0	0.5	0.5	0.667	0.875	0	1
0	0	1.037	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0.125
4.488	3.543	0	1.759	3.543	0	0.1	0.833	0	1	0.667	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1.834	0	0	0.869	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5.51	0	0	5.51	0	0	0.267	0	0	0.267	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0.2	0	0
3.19	0	0	1.944	0	0	1	0	0	1	0	0	0	0.2	0	0	0	0.2
14.595	0	20.62	14.595	0	20.62	0.41	0	0.332	0.41	0	0.321	0	0	0	0	0	0
0	6.487	23.18	0	6.487	23.18	0	0.762	0.514	0	0.714	0.506	0	0	0	0	0	0
35.935	0	0	34.689	0	0	0.247	0	0	0.257	0	0	0	0	0	0	0.2	0
23.207	19.11	1.785	23.207	19.11	1.785	0.569	0.521	1	0.557	0.505	1	0	0	0	0	0	0
1.74	25.225	0	1.74	25.225	0	0	0.48	0	0	0.447	0	0.4	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	1	0	0	1
1.073	49.441	44.307	1.073	49.441	44.307	0	0.254	0.315	0	0.236	0.295	0	0	0	0	1	0
0.962	8.606	0	0.962	8.606	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0
0	1.823	7.767	0	1.823	7.767	0	1	0.214	0	1	0.214	0.2	0.2	0	0	0.2	0
0	1.794	4.471	0	1.794	4.471	0	1	0.5	0	1	0.5	0	0	0	0	0	0
0	0	7.615	0	0	7.615	0	0	0.571	0	0	0.5	0	0	0	0	0	0
0	0	16.237	0	0	16.237	0	0	0.456	0	0	0.441	0	0	0	0	0	0
0	2.734	2.674	0	2.734	2.674	0	0.667	0.667	0	0.667	0.667	0.2	0	0	0	0	0
0.95	0.962	0.907	0.95	0.962	0.907	0	0	0	0	0	0	0.25	0.111	0	0.125	0	0.2
0	0.905	0.912	0	0.905	0.912	0	0	0	0	0	0	0.111	0	0	0	0	0
0	0	13.923	0	0	13.923	0	0	0.44	0	0	0.44	0	0	0	0	0	0
0	0.923	0	0	0.923	0	0	0	0	0	0	0	0.4	0	0.4	0.2	0	0.2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.92	0	0	0.92	0	0	0	0	0	0	0	0	0.25	0.5	0.2	0.5	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.922	0	11.523	0.922	0	11.523	0	0	0.655	0	0	0.655	0	0.4	0	0	0.4	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0.6	0	1	0.2
20.15	0	9.635	20.15	0	9.635	0.453	0	0.711	0.453	0	0.711	0	0.2	0	0	0	0
16.324	0	7.658	16.324	0	7.658	0.692	0	0.857	0.692	0	0.857	0	0	0	0	0.25	0.25
0.949	0	0	0.949	0	0	0	0	0	0	0	0	0	0.25	0.6	0	0.5	0.6
0	0	20.377	0	0	20.377	0	0	0.421	0	0	0.421	0.75	0	0	0.25	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.6	0	1	1	0.4
0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0.333	0.8	0.4	0.333
0	8.971	16.324	0	8.971	16.324	0	0.833	0.692	0	0.833	0.692	0	0	0	0.25	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	14.419	0	0	14.419	0	0	0.703	0	0	0.703	0	0	0	0.75	0	0	0.25
0.904	0	6.541	0.904	0	6.541	0	0	0.571	0	0	0.571	0	0	0	0	0	0
0	0	0.905	0	0	0.905	0	0	0	0	0	0	0	0	0	0	0	0
0	8.827	0	0	8.827	0	0	0.833	0	0	0.833	0	0.25	0	0.2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4
0	20.377	0	0	20.377	0	0	0.421	0	0	0.421	0	0.25	0	0.4	0	0	0
0	0	0.949	0	0	0.949	0	0	0	0	0	0	0.25	0	0	0.5	0	0
19.911	0	7.628	19.911	0	7.628	0.5	0	0.821	0.5	0	0.821	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	1	0	0.6	0
1.994	0	5.756	1.994	0	5.756	1	0	0.933	1	0	0.933	0	0.2	0.2	0	0.4	0
0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0.2	-1	0
7.628	19.911	0.937	7.628	19.911	0.937	0.821	0.5	0	0.821	0.5	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.907	0	0	0.907	0	0	0	0	0	0	0	0	0	0	0	0.2	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.4	0.4	1	0
7.658	16.324	0	7.658	16.324	0	0.857	0.692	0	0.857	0.692	0	0	0	0.333	0.25	0	1
0.907	0.95	0	0.907	0.95	0	0	0	0	0	0	0	0	0.25	0	0.2	0.125	0
0.905	0	0	0.905	0	0	0	0	0	0	0	0	0	0	0.111	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.067	16.265	3.076	3.067	16.265	3.076	0.667	0.417	0.333	0.667	0.417	0.333	0	0	0	0	0	0
0	0	0.92	0	0	0.92	0	0	0	0	0	0	0.5	0.6	0.25	1	0.6	0.5
0	30.817	3.915	0	30.817	3.915	0	0.342	1	0	0.342	1	0.625	0	0	0.5	0	0.25
3.915	0	0	3.915	0	0	1	0	0	1	0	0	0	0.625	0.4	0.25	0.5	0.2
0	0	20.15	0	0	20.15	0	0	0.453	0	0	0.453	0.2	0.5	0	0	0	0
8.827	5.756	0	8.827	5.756	0	0.833	0.933	0	0.833	0.933	0	0	0.2	0.25	0	0	0
6.541	0.904	1.823	6.541	0.904	1.823	0.571	0	1	0.571	0	1	0	0	0	0	0	0
0	0	8.971	0	0	8.971	0	0	0.833	0	0	0.833	0.333	0.4	0	0.333	0.8	0
0	0	12.648	0	0	12.648	0	0	0.769	0	0	0.769	0	0.2	0	0	0.2	0
0	22.566	0	0	22.566	0	0	0.398	0	0	0.398	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.25	0.5	0	0	0.25
0	18.31	1.994	0	18.31	1.994	0	0.431	1	0	0.431	1	0.2	0.2	0	0.4	0	0
0	0.92	0	0	0.92	0	0	0	0	0	0	0	0.2	0.25	0	0	0.5	0
0	0.974	0	0	0.974	0	0	0	0	0	0	0	0.667	0	0.6	0.667	0	1
