0.92	0.193	0.764	0.46	0.835	0.272
0.918	0.2	0.761	0.467	0.832	0.28
0.923	0.195	0.763	0.474	0.835	0.276
0.92	0.202	0.773	0.46	0.84	0.28
0.923	0.2	0.765	0.481	0.837	0.283
0.927	0.201	0.77	0.488	0.841	0.285
0.923	0.206	0.77	0.483	0.84	0.288
0.92	0.191	0.76	0.462	0.833	0.271
0.919	0.19	0.76	0.457	0.832	0.268
0.925	0.199	0.762	0.491	0.836	0.283
0.925	0.191	0.768	0.471	0.839	0.272
0.925	0.191	0.759	0.481	0.834	0.273
0.924	0.198	0.764	0.479	0.836	0.28
0.924	0.194	0.768	0.47	0.839	0.275
0.921	0.193	0.767	0.459	0.837	0.271
0.923	0.209	0.768	0.489	0.838	0.293
0.923	0.196	0.772	0.462	0.84	0.275
0.926	0.201	0.768	0.489	0.84	0.285
0.925	0.2	0.764	0.49	0.837	0.284
0.922	0.204	0.765	0.483	0.836	0.287
0.922	0.202	0.766	0.479	0.837	0.284
0.926	0.212	0.766	0.509	0.839	0.299
0.926	0.205	0.771	0.49	0.841	0.289
0.924	0.203	0.765	0.487	0.837	0.286
0.924	0.189	0.768	0.46	0.839	0.268
0.925	0.207	0.772	0.485	0.842	0.29
0.921	0.196	0.764	0.469	0.835	0.277
0.922	0.205	0.772	0.476	0.84	0.287
0.923	0.205	0.766	0.483	0.837	0.288
0.92	0.189	0.762	0.456	0.834	0.267
0.922	0.201	0.764	0.48	0.835	0.284
0.924	0.194	0.767	0.469	0.838	0.275
0.924	0.201	0.761	0.492	0.835	0.286
0.924	0.202	0.766	0.485	0.838	0.285
0.922	0.202	0.766	0.478	0.837	0.284
0.926	0.206	0.771	0.492	0.841	0.291
0.924	0.2	0.766	0.482	0.838	0.282
0.921	0.201	0.763	0.475	0.835	0.282
0.922	0.195	0.763	0.47	0.835	0.276
0.919	0.197	0.76	0.469	0.832	0.277
0.922	0.199	0.766	0.473	0.837	0.28
0.923	0.211	0.77	0.487	0.839	0.294
0.924	0.199	0.767	0.478	0.838	0.281
0.922	0.191	0.766	0.461	0.837	0.27
0.921	0.199	0.763	0.473	0.835	0.281
0.92	0.193	0.763	0.46	0.834	0.271
0.921	0.195	0.761	0.469	0.833	0.276
0.923	0.194	0.771	0.461	0.84	0.273
0.925	0.19	0.767	0.467	0.839	0.27
0.923	0.197	0.768	0.47	0.838	0.277
0.923	0.207	0.768	0.484	0.839	0.289
0.927	0.204	0.769	0.496	0.84	0.29
0.924	0.202	0.768	0.485	0.839	0.286
0.92	0.195	0.767	0.46	0.836	0.274
0.924	0.193	0.762	0.474	0.835	0.274
0.922	0.199	0.773	0.462	0.841	0.278
0.926	0.196	0.767	0.48	0.839	0.278
0.923	0.192	0.762	0.47	0.835	0.272
0.923	0.213	0.77	0.493	0.84	0.297
0.921	0.19	0.76	0.462	0.833	0.269
0.923	0.208	0.771	0.484	0.84	0.291
0.92	0.194	0.763	0.463	0.834	0.274
0.925	0.196	0.77	0.475	0.84	0.278
0.925	0.205	0.773	0.485	0.842	0.288
0.922	0.199	0.765	0.475	0.836	0.28
0.922	0.198	0.767	0.471	0.838	0.279
0.922	0.199	0.766	0.474	0.837	0.28
0.927	0.194	0.767	0.483	0.839	0.277
0.926	0.202	0.77	0.486	0.841	0.286
0.921	0.183	0.765	0.445	0.835	0.259
0.925	0.206	0.765	0.494	0.837	0.29
0.92	0.193	0.767	0.454	0.836	0.271
0.925	0.199	0.766	0.482	0.838	0.281
0.92	0.2	0.765	0.468	0.835	0.28
0.924	0.193	0.762	0.475	0.835	0.274
0.924	0.205	0.765	0.488	0.837	0.288
0.92	0.191	0.763	0.457	0.834	0.27
0.922	0.201	0.762	0.481	0.835	0.283
