0.91	0.146	0.777	0.333	0.838	0.203
0.919	0.158	0.774	0.382	0.84	0.223
0.917	0.152	0.773	0.366	0.839	0.214
0.913	0.147	0.77	0.352	0.835	0.207
0.912	0.152	0.774	0.35	0.837	0.212
0.91	0.155	0.766	0.361	0.831	0.217
0.913	0.144	0.771	0.344	0.836	0.203
0.911	0.156	0.77	0.362	0.835	0.218
0.911	0.151	0.781	0.339	0.841	0.209
0.915	0.151	0.773	0.359	0.838	0.212
0.913	0.173	0.784	0.378	0.844	0.237
0.913	0.145	0.774	0.342	0.838	0.203
0.915	0.154	0.771	0.369	0.837	0.218
0.917	0.15	0.77	0.366	0.837	0.213
0.912	0.161	0.772	0.37	0.836	0.225
0.911	0.147	0.773	0.342	0.836	0.206
0.914	0.156	0.774	0.365	0.838	0.219
0.911	0.158	0.777	0.354	0.839	0.219
0.911	0.159	0.778	0.357	0.839	0.22
0.913	0.149	0.774	0.35	0.838	0.209
0.917	0.16	0.771	0.384	0.837	0.226
0.91	0.152	0.769	0.351	0.834	0.212
0.911	0.16	0.774	0.365	0.837	0.223
0.919	0.145	0.774	0.359	0.84	0.207
0.912	0.144	0.777	0.334	0.839	0.201
0.916	0.16	0.779	0.37	0.842	0.223
0.914	0.158	0.772	0.372	0.837	0.222
0.907	0.15	0.772	0.336	0.834	0.207
0.916	0.147	0.772	0.359	0.838	0.209
0.917	0.154	0.778	0.364	0.842	0.217
0.912	0.151	0.777	0.346	0.839	0.211
0.915	0.161	0.776	0.374	0.84	0.225
0.911	0.149	0.77	0.349	0.835	0.209
0.913	0.146	0.764	0.355	0.832	0.207
0.914	0.162	0.774	0.375	0.838	0.227
0.911	0.165	0.775	0.368	0.837	0.227
0.908	0.163	0.776	0.358	0.837	0.224
0.912	0.144	0.773	0.339	0.836	0.202
0.91	0.146	0.77	0.342	0.834	0.205
0.912	0.15	0.771	0.353	0.835	0.21
0.913	0.163	0.777	0.369	0.84	0.226
0.912	0.138	0.77	0.332	0.835	0.195
0.912	0.162	0.782	0.359	0.842	0.224
0.913	0.149	0.773	0.351	0.837	0.209
0.915	0.143	0.769	0.349	0.835	0.203
0.909	0.147	0.777	0.331	0.838	0.203
0.911	0.158	0.776	0.358	0.838	0.219
0.91	0.155	0.775	0.349	0.837	0.215
0.913	0.162	0.771	0.375	0.836	0.227
0.914	0.157	0.779	0.358	0.841	0.218
0.911	0.158	0.775	0.358	0.838	0.219
0.916	0.153	0.779	0.357	0.842	0.214
0.913	0.157	0.773	0.367	0.837	0.22
0.914	0.139	0.776	0.33	0.839	0.195
0.908	0.16	0.778	0.35	0.838	0.22
0.913	0.16	0.773	0.369	0.837	0.223
0.915	0.156	0.776	0.364	0.84	0.218
0.913	0.157	0.767	0.372	0.834	0.221
0.915	0.166	0.78	0.378	0.842	0.231
0.909	0.156	0.783	0.34	0.841	0.214
0.914	0.156	0.769	0.372	0.836	0.22
0.912	0.153	0.777	0.349	0.839	0.213
0.913	0.154	0.774	0.358	0.838	0.215
0.914	0.154	0.765	0.373	0.833	0.218
0.915	0.149	0.771	0.358	0.837	0.21
0.911	0.15	0.778	0.339	0.839	0.208
0.911	0.163	0.774	0.37	0.837	0.226
0.914	0.147	0.765	0.358	0.833	0.208
0.912	0.154	0.773	0.355	0.837	0.214
0.916	0.166	0.78	0.381	0.843	0.231
0.908	0.157	0.778	0.344	0.838	0.215
0.919	0.146	0.773	0.361	0.84	0.208
0.916	0.157	0.772	0.376	0.838	0.221
0.919	0.157	0.771	0.387	0.838	0.223
0.913	0.157	0.777	0.359	0.84	0.218
0.913	0.14	0.777	0.328	0.84	0.197
0.914	0.147	0.772	0.351	0.837	0.208
0.914	0.154	0.777	0.358	0.84	0.215
0.913	0.146	0.768	0.352	0.834	0.206
0.91	0.158	0.774	0.358	0.837	0.22
0.917	0.157	0.78	0.367	0.843	0.22
0.914	0.151	0.775	0.353	0.839	0.211
0.914	0.157	0.778	0.361	0.841	0.219
0.913	0.153	0.772	0.359	0.837	0.215
0.913	0.15	0.77	0.355	0.835	0.21
0.914	0.151	0.773	0.357	0.837	0.212
0.907	0.165	0.78	0.353	0.839	0.225
0.912	0.14	0.774	0.331	0.837	0.196
0.918	0.153	0.776	0.369	0.841	0.216
0.917	0.149	0.774	0.361	0.839	0.211
0.915	0.148	0.77	0.357	0.836	0.209
0.913	0.158	0.782	0.356	0.843	0.219
0.911	0.166	0.774	0.374	0.837	0.23
0.913	0.15	0.774	0.351	0.838	0.21
0.915	0.152	0.775	0.36	0.839	0.214
0.91	0.151	0.772	0.348	0.836	0.211
0.916	0.152	0.775	0.363	0.839	0.215
0.917	0.149	0.773	0.364	0.839	0.211
0.916	0.163	0.782	0.371	0.844	0.227
0.913	0.142	0.772	0.34	0.837	0.2
0.913	0.162	0.777	0.369	0.84	0.225
0.916	0.158	0.776	0.371	0.84	0.222
0.917	0.157	0.775	0.374	0.84	0.221
0.907	0.154	0.771	0.344	0.833	0.212
0.916	0.163	0.777	0.378	0.841	0.228
0.916	0.16	0.775	0.377	0.84	0.224
0.914	0.152	0.778	0.352	0.84	0.212
0.911	0.163	0.776	0.366	0.838	0.225
0.909	0.166	0.772	0.371	0.835	0.23
0.911	0.153	0.779	0.344	0.84	0.212
0.909	0.155	0.776	0.345	0.838	0.214
0.911	0.16	0.773	0.363	0.837	0.222
0.912	0.155	0.771	0.361	0.836	0.216
0.914	0.15	0.776	0.352	0.84	0.21
0.914	0.149	0.778	0.345	0.841	0.208
0.91	0.146	0.772	0.337	0.835	0.204
0.915	0.162	0.78	0.37	0.842	0.225
0.918	0.167	0.78	0.387	0.843	0.233
0.913	0.153	0.77	0.362	0.835	0.215
0.911	0.152	0.769	0.356	0.834	0.213
0.916	0.152	0.777	0.362	0.841	0.214
0.914	0.142	0.776	0.337	0.839	0.2
0.915	0.158	0.779	0.366	0.842	0.221
0.911	0.159	0.776	0.357	0.838	0.22
0.918	0.148	0.773	0.363	0.839	0.21
0.914	0.145	0.771	0.348	0.836	0.204
0.917	0.147	0.778	0.354	0.842	0.208
0.906	0.153	0.776	0.335	0.836	0.21
0.912	0.16	0.781	0.355	0.841	0.221
0.915	0.157	0.768	0.375	0.835	0.221
0.913	0.154	0.771	0.363	0.836	0.216
0.908	0.161	0.781	0.346	0.84	0.22
0.912	0.152	0.778	0.347	0.84	0.211
0.912	0.156	0.776	0.357	0.839	0.217
0.915	0.155	0.775	0.364	0.839	0.217
0.914	0.155	0.78	0.356	0.842	0.216
0.917	0.162	0.782	0.375	0.844	0.227
0.909	0.167	0.774	0.369	0.836	0.23
0.912	0.159	0.775	0.363	0.838	0.221
0.921	0.15	0.775	0.373	0.841	0.214
0.909	0.156	0.77	0.355	0.834	0.216
0.912	0.161	0.774	0.366	0.837	0.224
0.917	0.147	0.769	0.362	0.837	0.209
0.914	0.158	0.778	0.363	0.841	0.22
0.92	0.144	0.774	0.362	0.841	0.206
0.917	0.157	0.769	0.382	0.836	0.222
0.918	0.155	0.773	0.376	0.84	0.219
0.911	0.155	0.773	0.355	0.836	0.215
0.912	0.149	0.775	0.345	0.838	0.209
0.912	0.16	0.781	0.356	0.842	0.22
0.909	0.16	0.776	0.354	0.837	0.221
0.914	0.155	0.776	0.36	0.839	0.217
0.908	0.149	0.777	0.331	0.837	0.205
0.913	0.155	0.775	0.357	0.838	0.216
0.916	0.16	0.769	0.387	0.836	0.227
0.909	0.144	0.776	0.326	0.837	0.2
0.917	0.158	0.77	0.38	0.837	0.223
