1.645	5.176	4.013	0	0	2.479	8.061	6.629	0	0	0	0	0	0	0	1	0.964	0.857	0	0	1	0.964	0.857	0	0	0	0	0	0	0	0.2	0	0.667	0.333	0.2	0	0	0	0.556	0	0	0.477
0.864	0	0	0.891	0	3.524	2.698	2.646	4.383	3.749	0	0	0	0	0	0.667	0	0	0.4	0.167	0.667	0	0	0.4	0.167	0	0	0	0	0	0.2	0	0.5	0	0	0.2	0	0	0	0	0.296	0.350
0	0.891	0.864	0	0	2.698	4.383	3.524	0.806	2.646	0	0	0	0	0	0	0.4	0.667	0	0	0	0.4	0.667	0	0	0	0	0	0	0	0	0	0.2	0	0.5	0	0	0.2	0	0	0.554	0.265
0	0	0	5.846	2.695	0	0	0	6.697	3.546	0	0	0	0	0	0	0	0	0.857	1	0	0	0	0.857	1	0	0	0	0	0	0	0	0	0.2	0	0	0.2	0	0	0	0	0.401
4.671	0	0	0	5.846	6.638	0	0	0	6.697	0	0	0	0	0	0.81	0	0	0	0.857	0.81	0	0	0	0.857	0	0	0	0	0	0	0.5	0	0.2	0.2	0	0	0	0.4	0	0	0.497
0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0.899	0.586
0	0.855	5.297	0.892	7.469	0.895	2.494	6.957	0.892	9.183	0	0	0	0	0	0	0.667	0.75	0	0.583	0	0.667	0.75	0	0.583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.899	0.393
0	0	0	0	0.803	0	0	0	0	0.803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0	0	0	0	1	0	0	0	0	0	0.826
0	0	0	3.791	0.837	0	0	0	3.791	1.877	0	0	0	0	0	0	0	0	0.833	1	0	0	0	0.833	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0.8	0	0.411
0.803	0	3.791	0	0	0.803	0	3.791	0	0	0	0	0	0	0	0	0	0.833	0	0	0	0	0.833	0	0	0	0	0	0	0	0	0	0	0.333	0	0	0	0.333	1	0	0	0.356
5.176	0	1.645	14.609	4.013	8.061	0	2.479	17.333	6.629	0	0	0	0	0	0.964	0	1	0.625	0.857	0.964	0	1	0.625	0.857	0	0	0	0	0	0	0.333	0.2	0.333	0.667	0	0.556	0	0.667	0	0	0.468
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0.2	0	0.2	0	0	0	0	0	0.520
0.891	0	0	0	0.864	4.383	0.806	2.698	0	3.524	0	0	0	0	0	0.4	0	0	0	0.667	0.4	0	0	0	0.667	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0.2	0.116	0.357
9.131	36.524	0	0	0	11.323	40.223	0	0	0	0	0	0	0	0	0.545	0.187	0	0	0	0.545	0.187	0	0	0	0	0	0	0	0	0.778	0	0.2	0.2	0.5	0.444	0	0.4	0.2	0	0.299	0.400
0	0	36.524	25.736	9.131	0	0	40.223	31.519	11.323	0	0	0	0	0	0	0	0.187	0.291	0.545	0	0	0.187	0.291	0.545	0	0	0	0	0	0.2	0.2	0	0.429	0.778	0.2	0.2	0	1	0.444	0	0.524
0.855	0.892	0	4.551	5.297	2.494	0.892	0.895	4.551	6.957	0	0	0	0	0	0.667	0	0	0.9	0.75	0.667	0	0	0.9	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.893	0.246
0	3.791	0	0.803	0	0	3.791	0	0.803	0	0	0	0	0	0	0	0.833	0	0	0	0	0.833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0	0	0	0	0.482
0	5.846	0	0	0	0	6.697	0	0	0	0	0	0	0	0	0	0.857	0	0	0	0	0.857	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0.2	0	0	0	0	0	0.519
0	15.263	3.768	13.775	0	0	20.071	7.609	18.411	0	0	0	0	0	0	0	0.462	0.964	0.507	0	0	0.462	0.964	0.507	0	0	0	0	0	0	0.2	0	0.5	0	0	0	0	0.125	0	0	0	0.668
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0	0	0	0	1	0.2	0	0	0.379
3.791	0.803	0	0	0	3.791	0.803	0	0	0	0	0	0	0	0	0.833	0	0	0	0	0.833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0	0	0	0	0	0.549
5.536	0	2.72	6.31	0	7.364	0	3.626	6.31	0	0	0	0	0	0	0.964	0	1	0.905	0	0.964	0	1	0.905	0	0	0	0	0	0	0.2	0.625	0.333	0.2	0	0.2	0.125	0.333	0	0	0	0.437
0	0	0	5.45	0	0	0	0.893	6.343	0	0	0	0	0	0	0	0	0	0.714	0	0	0	0	0.714	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0.2	0	0.2	0.196	0.340
6.31	16.619	0	0	5.536	6.31	21.894	0	0	7.364	0	0	0	0	0	0.905	0.491	0	0	0.964	0.905	0.491	0	0	0.964	0	0	0	0	0	0.2	0.429	0.625	0	0.2	0	1	0.125	0	0.2	0	0.421
2.863	0	0	0	0	4.484	0	0	0.893	0.806	0	0	0	0	0	0.6	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0.2	0	0.419	0.210
0	0	4.671	9.131	0	0	0	6.638	11.323	0	0	0	0	0	0	0	0	0.81	0.545	0	0	0	0.81	0.545	0	0	0	0	0	0	0.5	0.2	0	0.778	0	0	0.4	0	0.444	0	0	0.509
0	2.695	3.708	0	4.551	0	3.546	3.708	0	4.551	0	0	0	0	0	0	1	0.833	0	0.9	0	1	0.833	0	0.9	0	0	0	0	0	0	0	0	0	0	0.333	0	0	0	0	0	0.487
3.59	28.326	0.81	0	0	4.607	30.176	2.424	0	0	0	0	0	0	0	0.9	0.257	1	0	0	0.9	0.257	1	0	0	0	0	0	0	0	0	0.2	0	0	0.2	0	0	0	0	0	0	0.355
0	25.736	0	0	36.524	0	31.519	0	0	40.223	0	0	0	0	0	0	0.291	0	0	0.187	0	0.291	0	0	0.187	0	0	0	0	0	0.2	0.429	0.2	0	0	0.2	1	0.2	0	0	0	0.560
3.708	0	4.551	2.695	0.892	3.708	0	4.551	3.546	0.892	0	0	0	0	0	0.833	0	0.9	1	0	0.833	0	0.9	1	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0	0	0	0.554	0.181
16.619	0	6.31	11.306	0	21.894	0	6.31	15.604	0	0	0	0	0	0	0.491	0	0.905	0.6	0	0.491	0	0.905	0.6	0	0	0	0	0	0	0.429	0	0.2	0.2	0.625	1	0	0	0	0.125	0.299	0.474
0	0	28.326	0	3.59	0	0	30.176	0	4.607	0	0	0	0	0	0	0	0.257	0	0.9	0	0	0.257	0	0.9	0	0	0	0	0	0	0	0.2	0.222	0	0	0	0	0.556	0	0	0.458
15.263	13.775	0	0	3.768	20.071	18.411	0	0	7.609	0	0	0	0	0	0.462	0.507	0	0	0.964	0.462	0.507	0	0	0.964	0	0	0	0	0	0	0	0.2	0.2	0.5	0	0	0	0	0.125	0	0.416
0	0	0	0	2.863	0.893	0	0	0	4.484	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0.2	0	0	0.419	0.401
28.326	0	3.59	0	0.81	30.176	0	4.607	0	2.424	0	0	0	0	0	0.257	0	0.9	0	1	0.257	0	0.9	0	1	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0.216
3.768	0	0	15.263	3.949	7.609	0	0	20.071	6.905	0	0	0	0	0	0.964	0	0	0.462	0.952	0.964	0	0	0.462	0.952	0	0	0	0	0	0.5	0.2	0	0	0.2	0.125	0	0	0	0	0	0.609
0	0	2.863	0	0	0	0.893	4.484	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0.2	0	0.556	0.149
0	0	-1	0	-1	0	0	-1	0	-1	0	0	-1	0	-1	0	0	-1	0	-1	0	0	-1	0	-1	0	0	-1	0	-1	0	0	-1	0	-1	0	0	-1	0	-1	0.893	0.821
0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0.296	0.840
0	0	0.803	0	3.791	0	0	0.803	0	3.791	0	0	0	0	0	0	0	0	0	0.833	0	0	0	0	0.833	0	0	0	0	0	0	0.333	0	0	0	0	1	0	0	0.333	0	0.417
25.736	0	0	1.046	0	31.519	0	0	2.704	0	0	0	0	0	0	0.291	0	0	1	0	0.291	0	0	1	0	0	0	0	0	0	0.429	0	0.2	0	0.2	1	0	0.2	0.333	0.2	0.196	0.418
0	9.131	0	36.524	4.671	0	11.323	0	40.223	6.638	0	0	0	0	0	0	0.545	0	0.187	0.81	0	0.545	0	0.187	0.81	0	0	0	0	0	0.2	0.778	0.5	0	0	0.4	0.444	0	0	0	0	0.659
0	0	0	0	28.326	0	0	0	0	30.176	0	0	0	0	0	0	0	0	0	0.257	0	0	0	0	0.257	0	0	0	0	0	0	0.222	0	0	0.2	0	0.556	0	0.6	0	0	0.395
4.551	3.708	0.892	0	0.855	4.551	3.708	0.892	0	2.494	0	0	0	0	0	0.9	0.833	0	0	0.667	0.9	0.833	0	0	0.667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0	0.419	0.145
0	2.017	0	0	0.839	0	2.017	0	0	0.839	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0.275
36.524	0	9.131	0	0	40.223	0	11.323	0	0	0	0	0	0	0	0.187	0	0.545	0	0	0.187	0	0.545	0	0	0	0	0	0	0	0	0.2	0.778	0.2	0.2	0	0.2	0.444	0.2	0.4	0	0.375
0.892	4.551	0.855	3.708	0	0.892	4.551	2.494	3.708	0.895	0	0	0	0	0	0	0.9	0.667	0.833	0	0	0.9	0.667	0.833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.198	0.143
2.017	0	0	0	0	2.017	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0.365
0	0	3.512	0	0	0.848	3.749	4.518	2.646	0	0	0	0	0	0	0	0.167	0.6	0	0	0	0.167	0.6	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.368
0	0	0	2.72	0	0	0	0	3.626	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.4	0	0	0.333	0	0.2	0	0	0.333	0	0	0.571
3.512	0	0	0	0	4.518	0.848	0	3.749	0	0	0	0	0	0	0.6	0	0	0.167	0	0.6	0	0	0.167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.554	0.330
0.839	0	0	0	0	0.839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0	0	0	0.316
7.469	5.297	14.609	0	0	9.183	6.957	17.333	0.895	0	0	0	0	0	0	0.583	0.75	0.625	0	0	0.583	0.75	0.625	0	0	0	0	0	0	0	0	0	0.333	0	0.333	0	0	0.667	0	0.556	0.896	0.266
5.45	1.683	0	0	0	6.343	1.683	0	0	0	0	0	0	0	0	0.714	1	0	0	0	0.714	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.298	0.281
5.846	0	0	4.671	0	6.697	0	0	6.638	0	0	0	0	0	0	0.857	0	0	0.81	0	0.857	0	0	0.81	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0.2	0	0	0	0.348
0	0	0	0.837	0	0	0	0	1.877	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.222	0	0	0	0	0.556	0.6	0	0.8	0	0	0.473
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.559	0.734
0	2.863	0	0	0.891	0	4.484	0.806	0	4.383	0	0	0	0	0	0	0.6	0	0	0.4	0	0.6	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0.899	0.369
13.775	0	15.263	4.013	0	18.411	0	20.071	6.629	0	0	0	0	0	0	0.507	0	0.462	0.857	0	0.507	0	0.462	0.857	0	0	0	0	0	0	0	0.2	0	0.667	0.2	0	0	0	0	0	0	0.568
0	1.046	25.736	0	0	0	2.704	31.519	0	0	0	0	0	0	0	0	1	0.291	0	0	0	1	0.291	0	0	0	0	0	0	0	0	0	0.429	0.2	0.2	0	0.333	1	0	0.2	0	0.483
0	0	2.017	0	0	0	0	2.017	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0.19	0.317
0	6.31	5.536	16.619	2.72	0	6.31	7.364	21.894	3.626	0	0	0	0	0	0	0.905	0.964	0.491	1	0	0.905	0.964	0.491	1	0	0	0	0	0	0.625	0.2	0.2	0.429	0.333	0.125	0	0.2	1	0.333	0	0.642
0	-1	0	-1	0	0	-1	0	-1	0	0	-1	0	-1	0	0	-1	0	-1	0	0	-1	0	-1	0	0	-1	0	-1	0	0	-1	0	-1	0	0	-1	0	-1	0	0.899	0.910
5.297	0	7.469	0.855	14.609	6.957	0.895	9.183	2.494	17.333	0	0	0	0	0	0.75	0	0.583	0.667	0.625	0.75	0	0.583	0.667	0.625	0	0	0	0	0	0	0	0	0	0.333	0	0	0	0	0.667	0.894	0.360
0	5.45	0	1.683	0	0	6.343	0	1.683	0.893	0	0	0	0	0	0	0.714	0	1	0	0	0.714	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0.2	0	0.254
0	0	0	0	1.683	0	0	0	0	1.683	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.4	0	0	0	0	0.2	0	0	0	0	0.599
0	0	0.839	2.017	0	0	0	0.839	2.017	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0.350
0	0.837	0	0	0	0	1.877	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.222	0	0	0.6	0.8	0.556	0	0	0.298	0.424
0	4.013	13.775	1.645	15.263	0	6.629	18.411	2.479	20.071	0	0	0	0	0	0	0.857	0.507	1	0.462	0	0.857	0.507	1	0.462	0	0	0	0	0	0.2	0.667	0	0.2	0	0	0	0	0	0	0	0.632
0	0	0.891	2.863	0	0.806	0	4.383	4.484	2.698	0	0	0	0	0	0	0	0.4	0.6	0	0	0	0.4	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.898	0.447
1.046	0	0	0.81	25.736	2.704	0	0	2.424	31.519	0	0	0	0	0	1	0	0	1	0.291	1	0	0	1	0.291	0	0	0	0	0	0	0.2	0	0	0.429	0.333	0	0	0	1	0	0.581
0	0	0	0.864	3.512	3.749	2.646	0.848	3.524	4.518	0	0	0	0	0	0.167	0	0	0.667	0.6	0.167	0	0	0.667	0.6	0	0	0	0	0	0	0.5	0	0.2	0	0	0	0	0.2	0	0.415	0.223
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.195	0.679
0	3.512	0	0	0	0	4.518	0	0.848	0	0	0	0	0	0	0	0.6	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.716	0.352
