0.918	0.135	0.587	0.551	0.716	0.217	0.583
0.93	0.153	0.618	0.598	0.742	0.243	0.616
0.916	0.15	0.603	0.559	0.728	0.237	0.598
0.91	0.155	0.602	0.55	0.725	0.242	0.596
0.912	0.146	0.593	0.548	0.718	0.23	0.588
0.926	0.15	0.611	0.584	0.736	0.239	0.608
0.908	0.153	0.598	0.545	0.721	0.239	0.592
0.923	0.152	0.617	0.572	0.74	0.24	0.612
0.916	0.136	0.59	0.544	0.717	0.218	0.585
0.914	0.15	0.596	0.56	0.722	0.236	0.592
0.92	0.146	0.596	0.572	0.724	0.233	0.594
0.923	0.142	0.61	0.557	0.735	0.226	0.605
0.921	0.146	0.603	0.567	0.729	0.232	0.599
0.923	0.15	0.595	0.591	0.723	0.239	0.594
0.922	0.155	0.613	0.577	0.737	0.244	0.609
0.916	0.153	0.61	0.556	0.732	0.239	0.604
0.922	0.148	0.601	0.578	0.728	0.236	0.599
0.925	0.132	0.607	0.549	0.733	0.213	0.602
0.91	0.155	0.606	0.547	0.728	0.241	0.599
0.921	0.144	0.59	0.577	0.719	0.231	0.588
0.908	0.146	0.593	0.538	0.718	0.23	0.587
0.918	0.161	0.611	0.58	0.734	0.253	0.607
0.914	0.14	0.603	0.531	0.726	0.221	0.595
0.916	0.154	0.605	0.565	0.729	0.242	0.6
0.918	0.144	0.604	0.552	0.728	0.228	0.598
0.916	0.142	0.602	0.544	0.726	0.226	0.595
0.922	0.151	0.598	0.588	0.725	0.241	0.597
0.923	0.143	0.6	0.571	0.727	0.229	0.597
0.92	0.129	0.595	0.537	0.723	0.208	0.59
0.925	0.154	0.606	0.592	0.732	0.244	0.604
0.926	0.14	0.597	0.58	0.726	0.226	0.595
0.919	0.142	0.602	0.554	0.728	0.226	0.597
0.921	0.14	0.6	0.557	0.727	0.224	0.596
0.919	0.157	0.605	0.578	0.729	0.246	0.602
0.917	0.147	0.599	0.56	0.725	0.234	0.595
0.918	0.141	0.596	0.556	0.723	0.225	0.592
0.921	0.137	0.599	0.553	0.726	0.22	0.594
0.915	0.15	0.589	0.569	0.716	0.237	0.586
0.921	0.145	0.599	0.568	0.726	0.231	0.596
0.927	0.147	0.603	0.589	0.73	0.235	0.601
0.916	0.143	0.597	0.55	0.723	0.227	0.592
0.922	0.144	0.593	0.578	0.722	0.23	0.591
0.919	0.147	0.606	0.559	0.73	0.233	0.601
0.927	0.144	0.598	0.589	0.727	0.232	0.597
0.915	0.151	0.588	0.572	0.716	0.239	0.587
0.927	0.143	0.603	0.582	0.73	0.23	0.601
0.916	0.143	0.592	0.556	0.719	0.228	0.588
0.912	0.152	0.6	0.552	0.724	0.239	0.595
0.922	0.136	0.598	0.559	0.725	0.219	0.594
0.908	0.161	0.597	0.562	0.72	0.25	0.593
0.918	0.16	0.603	0.585	0.728	0.251	0.601
0.914	0.152	0.608	0.549	0.73	0.238	0.602
0.921	0.143	0.606	0.56	0.731	0.228	0.601
0.917	0.144	0.602	0.551	0.727	0.228	0.597
0.922	0.15	0.601	0.582	0.727	0.239	0.598
0.92	0.15	0.607	0.567	0.732	0.237	0.603
0.922	0.14	0.61	0.553	0.734	0.224	0.604
0.922	0.143	0.582	0.586	0.713	0.23	0.582
0.921	0.138	0.591	0.563	0.72	0.222	0.588
0.912	0.135	0.582	0.539	0.711	0.216	0.577
0.914	0.149	0.614	0.539	0.735	0.234	0.606
0.925	0.137	0.608	0.558	0.734	0.22	0.603
0.912	0.141	0.584	0.549	0.712	0.225	0.58
0.925	0.154	0.603	0.599	0.73	0.246	0.602
0.918	0.15	0.608	0.561	0.732	0.237	0.603
0.916	0.146	0.606	0.547	0.729	0.23	0.6
0.92	0.155	0.601	0.585	0.727	0.245	0.599
0.915	0.14	0.6	0.537	0.725	0.222	0.593
0.909	0.143	0.599	0.526	0.722	0.224	0.591
0.92	0.151	0.598	0.578	0.724	0.239	0.595
0.927	0.144	0.604	0.582	0.732	0.231	0.602
0.924	0.139	0.606	0.56	0.732	0.223	0.602
0.919	0.158	0.599	0.586	0.725	0.248	0.598
0.916	0.139	0.598	0.543	0.724	0.222	0.592
0.925	0.137	0.596	0.572	0.725	0.222	0.593
