0.924	0.196	0.766	0.474	0.838	0.277
0.922	0.207	0.781	0.466	0.846	0.287
0.927	0.203	0.774	0.487	0.844	0.287
0.928	0.225	0.779	0.513	0.847	0.312
0.929	0.218	0.773	0.516	0.843	0.306
0.924	0.211	0.776	0.484	0.843	0.294
0.927	0.221	0.78	0.503	0.847	0.307
0.925	0.223	0.781	0.498	0.847	0.308
0.93	0.208	0.774	0.504	0.845	0.294
0.928	0.203	0.774	0.491	0.844	0.288
0.926	0.211	0.776	0.492	0.845	0.295
0.925	0.216	0.776	0.493	0.844	0.3
0.927	0.213	0.774	0.501	0.844	0.299
0.926	0.216	0.775	0.5	0.843	0.302
0.924	0.21	0.778	0.481	0.845	0.292
0.925	0.214	0.775	0.495	0.843	0.299
0.93	0.204	0.775	0.498	0.846	0.29
0.927	0.216	0.779	0.495	0.847	0.3
0.923	0.215	0.778	0.484	0.845	0.297
0.925	0.221	0.776	0.503	0.844	0.307
0.929	0.213	0.777	0.504	0.846	0.299
0.925	0.206	0.772	0.485	0.842	0.289
0.93	0.224	0.778	0.522	0.847	0.313
0.929	0.215	0.777	0.506	0.846	0.302
0.927	0.222	0.783	0.503	0.849	0.308
0.926	0.221	0.78	0.501	0.847	0.306
0.926	0.216	0.779	0.496	0.846	0.301
0.925	0.213	0.772	0.495	0.842	0.298
0.923	0.204	0.77	0.477	0.839	0.286
0.925	0.217	0.776	0.497	0.844	0.303
0.928	0.225	0.778	0.519	0.846	0.314
0.928	0.205	0.774	0.492	0.844	0.289
0.925	0.216	0.778	0.493	0.846	0.301
0.926	0.209	0.78	0.481	0.847	0.291
0.925	0.207	0.773	0.486	0.842	0.291
0.922	0.212	0.778	0.475	0.844	0.293
0.927	0.213	0.774	0.499	0.844	0.299
0.929	0.216	0.774	0.514	0.845	0.304
0.925	0.212	0.774	0.492	0.843	0.296
0.931	0.202	0.771	0.506	0.844	0.289
0.924	0.215	0.773	0.496	0.842	0.3
0.926	0.212	0.776	0.495	0.844	0.297
0.924	0.215	0.776	0.491	0.844	0.299
0.927	0.215	0.778	0.498	0.846	0.3
0.924	0.212	0.776	0.484	0.843	0.295
0.93	0.198	0.774	0.489	0.845	0.282
0.929	0.211	0.782	0.495	0.85	0.296
0.926	0.204	0.772	0.487	0.842	0.288
0.927	0.213	0.787	0.481	0.851	0.295
0.929	0.22	0.781	0.511	0.849	0.308
0.925	0.211	0.776	0.485	0.844	0.294
0.927	0.204	0.765	0.498	0.838	0.289
0.927	0.216	0.78	0.495	0.847	0.3
0.924	0.215	0.78	0.483	0.846	0.298
0.926	0.224	0.785	0.496	0.85	0.308
0.924	0.205	0.782	0.465	0.847	0.284
0.926	0.224	0.781	0.502	0.847	0.31
0.926	0.216	0.778	0.497	0.846	0.301
0.928	0.222	0.778	0.513	0.847	0.31
0.921	0.207	0.781	0.462	0.845	0.286
0.925	0.214	0.779	0.488	0.845	0.298
0.928	0.214	0.784	0.493	0.85	0.298
0.924	0.213	0.779	0.484	0.845	0.296
0.927	0.212	0.775	0.499	0.845	0.297
0.928	0.204	0.782	0.481	0.849	0.287
0.924	0.208	0.77	0.487	0.84	0.292
0.926	0.21	0.777	0.489	0.845	0.294
0.926	0.213	0.779	0.489	0.846	0.297
0.925	0.205	0.777	0.477	0.844	0.287
0.925	0.21	0.778	0.484	0.845	0.293
0.923	0.211	0.776	0.48	0.843	0.293
0.926	0.216	0.78	0.494	0.847	0.301
0.926	0.218	0.777	0.501	0.845	0.303
0.93	0.212	0.783	0.498	0.85	0.297
0.926	0.224	0.784	0.498	0.849	0.309
0.924	0.221	0.774	0.502	0.843	0.307
0.928	0.219	0.777	0.512	0.846	0.307
0.928	0.213	0.784	0.49	0.85	0.297
0.924	0.219	0.776	0.493	0.844	0.303
0.928	0.211	0.781	0.49	0.848	0.295
0.929	0.204	0.776	0.493	0.846	0.288
0.926	0.209	0.778	0.487	0.846	0.293
0.925	0.211	0.779	0.485	0.846	0.295
0.926	0.216	0.775	0.501	0.843	0.302
0.928	0.219	0.781	0.504	0.848	0.305
0.927	0.215	0.776	0.502	0.845	0.301
0.924	0.207	0.769	0.489	0.839	0.29
0.926	0.203	0.773	0.483	0.843	0.286
0.928	0.212	0.783	0.489	0.85	0.296
0.925	0.204	0.775	0.479	0.844	0.286
0.927	0.222	0.777	0.509	0.845	0.31
0.926	0.215	0.779	0.492	0.846	0.299
0.926	0.211	0.775	0.493	0.844	0.295
0.929	0.213	0.781	0.498	0.848	0.298
0.928	0.216	0.777	0.502	0.846	0.302
