
mm3_more	0.000126509097133	0.000319149302624	0.000161377930358	0.000552184030186	0.000112788196995	0.000375348230801	0.000164065155962
mm3	0.000123489916773	0.00032620184213	0.00016710780745	0.000568477350753	0.000117039367564	0.00038980864104	0.000168228229908
mm3_cons_more	0.000129846477657	0.000284904289072	0.000173247922103	0.000570368863354	0.000122929360053	0.000355390746879	0.000168556145892
mm3_cons	0.00012753273705	0.000287525520336	0.000172552751536	0.000561986816905	0.000123106352687	0.000355643619134	0.000172652905217
mm3_cons_solv_more	0.000121680854233	0.000291955645034	0.000177353603206	0.0005682262568	0.000123540150295	0.000361888234853	0.000171523118879
mm3_cons_solv	0.000119359655899	0.000294016550461	0.000177762278102	0.00055787356038	0.000121853980844	0.000361457680982	0.000170602298185
mm3_cons_solv	0.000121352259758	0.00032062179701	0.000168743906922	0.000562816258162	0.000114890512678	0.000382425426743	0.000165965801705
mm3_more	0.000126513164301	0.000312187088217	0.000169078783918	0.000540092517049	0.000118136076383	0.000370929188337	0.000169764358395
mm3_3	0.000122424959315	0.000346704383151	0.000161033921899	0.000544446090691	0.000111647670032	0.000400058157784	0.000165925408414
mm3_3_cons_more	0.000121021803434	0.000316037376478	0.000167924492967	0.000528642126002	0.000115596997898	0.000373602435408	0.000167865708768
mm3_3_cons	0.00012471276268	0.000303810644832	0.00016310147914	0.000518038160549	0.000113239574119	0.000358959101408	0.000165694846055
mm3_3_cons_solv_more	0.000123893497662	0.000296743461535	0.000178493417673	0.00055782566382	0.000124268046294	0.000365374694855	0.000174470434482
mm3_3_cons_solv	0.000121765092485	0.000325663492068	0.000159102800691	0.000528019261854	0.000108147438849	0.000374065804428	0.00016063448237
mm3_5_more	0.000123707431833	0.00038742295945	0.000139954704156	0.000471258269997	9.88650168744e-05	0.000402400722424	0.000152329666816
mm3_5	0.000120923129952	0.000353154482111	0.00014907738107	0.000511540675634	0.000103310353202	0.000394834760294	0.000156349063888
mm3_5_cons_more	0.000119725542925	0.00029215581988	0.000174689512446	0.000619836319509	0.000120959404984	0.00037871361724	0.000177361820316
mm3_5_cons	0.000116012397034	0.000322370259311	0.000161092789515	0.000593273125497	0.000108848428602	0.000396493793799	0.000164038603051
mm3_5_cons_solv_more	0.000115750604431	0.000313179901663	0.000159230981528	0.000620038393869	0.0001086965288	0.000396385556397	0.000161789942378
mm3_5_cons_solv	0.0001189620421	0.000316181787831	0.000168023232778	0.000622715769716	0.0001126682401	0.000398059710853	0.000169192673104
mm3_5_wt_cum_more	0.000120495643312	0.000264651088313	0.000176261303092	0.000609305801128	0.000123840540391	0.000352317072679	0.000172922551884
mm3_5_wt_cum_more	0.00011880564808	0.000298446416747	0.000161316685982	0.000593308292964	0.000111454479718	0.000378038708598	0.000165848589908
mm3_5_wt_cum	0.000121613004297	0.000295665093266	0.000168247701242	0.000600413808214	0.000117115391433	0.000377426641081	0.000171780111551
mm3_avg_lr_more	0.000114321577465	0.000316862747727	0.000159172427269	0.000572686281616	0.000107521178102	0.000388052192248	0.000162826194447
mm3_avg_lr	0.000121810611099	0.000273582495196	0.000167414008663	0.000580330151934	0.000116272953236	0.000351501427058	0.000169077858495
mm3_avg_lr_more	0.000114201729374	0.000281715136696	0.000181453584884	0.000650977679283	0.000124906983287	0.000375956540137	0.000178523062577
mm3_avg_lr	0.000119957744336	0.0002683377265	0.000176653592908	0.000642574303028	0.000124300803427	0.000362539020592	0.000173737502097
