0.918	0.175	0.799	0.372	0.854	0.238	0.756
0.916	0.19	0.812	0.375	0.861	0.253	0.765
0.919	0.176	0.809	0.365	0.86	0.238	0.764
0.905	0.189	0.799	0.359	0.849	0.248	0.748
0.917	0.194	0.798	0.403	0.854	0.262	0.756
0.92	0.203	0.81	0.407	0.861	0.271	0.767
0.909	0.202	0.8	0.388	0.851	0.266	0.752
0.916	0.188	0.8	0.386	0.854	0.253	0.756
0.921	0.189	0.801	0.404	0.857	0.258	0.76
0.921	0.198	0.809	0.405	0.861	0.266	0.767
0.915	0.209	0.801	0.414	0.854	0.277	0.758
0.917	0.178	0.803	0.371	0.856	0.24	0.758
0.906	0.184	0.802	0.35	0.851	0.241	0.751
0.914	0.182	0.809	0.357	0.858	0.241	0.761
0.914	0.187	0.802	0.375	0.854	0.249	0.756
0.917	0.191	0.798	0.4	0.854	0.259	0.756
0.909	0.185	0.813	0.344	0.858	0.241	0.761
0.911	0.205	0.807	0.389	0.856	0.269	0.759
0.914	0.187	0.798	0.381	0.852	0.251	0.753
0.914	0.19	0.802	0.382	0.855	0.254	0.757
0.912	0.167	0.802	0.339	0.854	0.224	0.754
0.913	0.203	0.807	0.389	0.857	0.267	0.76
0.922	0.19	0.801	0.407	0.857	0.259	0.76
0.915	0.191	0.795	0.396	0.851	0.258	0.752
0.917	0.185	0.797	0.392	0.853	0.252	0.754
0.913	0.205	0.802	0.401	0.854	0.271	0.757
0.915	0.19	0.809	0.375	0.859	0.252	0.762
0.917	0.188	0.793	0.401	0.851	0.256	0.752
0.906	0.198	0.799	0.376	0.849	0.26	0.749
0.921	0.189	0.803	0.399	0.858	0.257	0.761
0.918	0.186	0.799	0.389	0.854	0.251	0.756
0.909	0.198	0.8	0.38	0.851	0.26	0.752
0.909	0.198	0.81	0.367	0.857	0.258	0.76
0.915	0.193	0.806	0.383	0.857	0.256	0.76
0.91	0.198	0.799	0.387	0.851	0.262	0.752
0.91	0.208	0.807	0.388	0.855	0.27	0.758
0.915	0.179	0.796	0.377	0.852	0.243	0.752
0.915	0.195	0.808	0.385	0.858	0.259	0.762
0.917	0.192	0.79	0.409	0.849	0.261	0.749
0.915	0.185	0.803	0.373	0.855	0.247	0.757
0.919	0.201	0.812	0.398	0.862	0.267	0.768
0.909	0.18	0.795	0.361	0.848	0.241	0.747
0.923	0.194	0.804	0.415	0.859	0.264	0.764
0.913	0.183	0.8	0.371	0.853	0.246	0.753
0.913	0.202	0.806	0.39	0.856	0.266	0.76
0.91	0.186	0.795	0.372	0.849	0.248	0.748
0.916	0.186	0.808	0.371	0.859	0.248	0.762
0.917	0.166	0.802	0.351	0.856	0.225	0.757
0.917	0.204	0.797	0.418	0.853	0.274	0.755
0.916	0.203	0.811	0.391	0.86	0.267	0.766
0.917	0.183	0.802	0.377	0.856	0.247	0.758
0.907	0.189	0.801	0.362	0.851	0.249	0.752
0.908	0.18	0.804	0.347	0.853	0.237	0.753
0.913	0.184	0.799	0.372	0.852	0.246	0.753
0.918	0.187	0.8	0.391	0.855	0.253	0.757
0.916	0.202	0.812	0.389	0.861	0.266	0.766
0.915	0.199	0.793	0.409	0.85	0.268	0.751
0.921	0.18	0.8	0.39	0.857	0.246	0.759
0.918	0.188	0.794	0.401	0.851	0.256	0.752
0.915	0.198	0.807	0.389	0.858	0.263	0.761
0.917	0.18	0.803	0.375	0.856	0.244	0.759
0.92	0.176	0.799	0.381	0.855	0.241	0.756
0.92	0.185	0.796	0.4	0.854	0.253	0.755
0.911	0.196	0.801	0.384	0.852	0.26	0.754
0.911	0.208	0.805	0.394	0.854	0.272	0.757
0.903	0.192	0.81	0.342	0.854	0.246	0.755
0.916	0.202	0.804	0.402	0.856	0.269	0.76
0.912	0.205	0.807	0.389	0.856	0.269	0.76
0.91	0.184	0.797	0.368	0.85	0.245	0.749
0.919	0.191	0.809	0.389	0.861	0.256	0.765
0.911	0.183	0.806	0.355	0.855	0.241	0.757
0.91	0.196	0.801	0.379	0.852	0.259	0.753
0.913	0.215	0.798	0.421	0.852	0.285	0.754
0.908	0.185	0.808	0.348	0.855	0.242	0.756
0.916	0.2	0.811	0.388	0.861	0.264	0.766
0.921	0.203	0.807	0.415	0.861	0.273	0.766
0.917	0.206	0.799	0.42	0.854	0.277	0.757
0.915	0.167	0.794	0.358	0.85	0.227	0.749
0.912	0.193	0.799	0.383	0.851	0.256	0.752
0.918	0.18	0.796	0.387	0.852	0.246	0.753
0.912	0.19	0.796	0.384	0.85	0.255	0.751
0.915	0.199	0.799	0.401	0.853	0.266	0.755
0.918	0.201	0.812	0.395	0.862	0.266	0.768
0.92	0.202	0.804	0.415	0.858	0.272	0.762
0.92	0.198	0.802	0.411	0.857	0.267	0.761
0.918	0.203	0.806	0.407	0.859	0.271	0.763
0.914	0.174	0.803	0.354	0.855	0.233	0.756
0.918	0.201	0.803	0.409	0.857	0.27	0.761
0.916	0.207	0.816	0.392	0.863	0.271	0.769
0.908	0.191	0.798	0.37	0.849	0.252	0.749
0.915	0.19	0.802	0.383	0.855	0.254	0.757
0.919	0.202	0.807	0.407	0.859	0.27	0.764
0.911	0.202	0.798	0.397	0.851	0.268	0.752
0.918	0.206	0.804	0.415	0.857	0.275	0.761
0.917	0.194	0.802	0.398	0.856	0.261	0.759
0.913	0.176	0.797	0.365	0.851	0.238	0.751
0.92	0.205	0.803	0.42	0.857	0.276	0.762
0.916	0.195	0.794	0.406	0.85	0.263	0.751
0.919	0.179	0.796	0.388	0.853	0.245	0.754
0.919	0.182	0.808	0.376	0.86	0.246	0.764
0.916	0.185	0.812	0.365	0.861	0.246	0.765
0.923	0.185	0.802	0.401	0.858	0.253	0.761
0.916	0.185	0.808	0.371	0.858	0.247	0.762
0.918	0.195	0.803	0.398	0.857	0.262	0.76
0.911	0.182	0.791	0.376	0.847	0.245	0.745
0.913	0.196	0.802	0.386	0.854	0.26	0.756
0.91	0.201	0.809	0.374	0.857	0.262	0.76
0.918	0.193	0.801	0.397	0.856	0.26	0.758
0.911	0.191	0.803	0.373	0.854	0.252	0.756
0.915	0.182	0.805	0.368	0.856	0.243	0.759
0.916	0.227	0.813	0.423	0.861	0.295	0.768
0.916	0.208	0.818	0.387	0.864	0.27	0.771
0.917	0.207	0.806	0.409	0.858	0.275	0.763
0.914	0.208	0.795	0.417	0.85	0.277	0.752
0.918	0.184	0.804	0.38	0.857	0.248	0.76
0.915	0.204	0.801	0.407	0.855	0.272	0.758
0.918	0.192	0.797	0.404	0.853	0.26	0.755
0.917	0.215	0.805	0.42	0.857	0.284	0.762
0.912	0.217	0.812	0.4	0.859	0.281	0.764
0.918	0.185	0.801	0.387	0.856	0.25	0.758
0.916	0.213	0.804	0.419	0.857	0.282	0.761
0.921	0.199	0.804	0.413	0.859	0.269	0.763
0.918	0.201	0.811	0.396	0.861	0.266	0.767
0.914	0.188	0.797	0.384	0.852	0.252	0.752
0.908	0.186	0.797	0.366	0.849	0.247	0.748
0.915	0.2	0.809	0.387	0.859	0.264	0.763
0.912	0.185	0.795	0.378	0.849	0.248	0.749
0.919	0.199	0.807	0.402	0.859	0.266	0.763
0.914	0.205	0.804	0.401	0.856	0.272	0.759
0.914	0.194	0.798	0.393	0.852	0.26	0.754
0.917	0.187	0.8	0.388	0.855	0.252	0.757
0.91	0.187	0.806	0.359	0.855	0.246	0.756
0.924	0.19	0.805	0.408	0.86	0.26	0.765
0.924	0.216	0.808	0.445	0.862	0.291	0.77
0.915	0.191	0.8	0.389	0.854	0.257	0.755
0.912	0.188	0.798	0.38	0.851	0.252	0.752
0.918	0.202	0.804	0.408	0.857	0.27	0.761
0.914	0.19	0.804	0.377	0.856	0.253	0.758
0.914	0.18	0.799	0.368	0.852	0.241	0.753
0.916	0.19	0.804	0.385	0.856	0.254	0.759
0.908	0.191	0.797	0.374	0.849	0.253	0.749
0.911	0.18	0.796	0.365	0.849	0.241	0.748
0.91	0.19	0.8	0.373	0.851	0.252	0.752
0.923	0.197	0.807	0.413	0.861	0.267	0.766
0.914	0.189	0.803	0.38	0.855	0.253	0.757
0.925	0.183	0.812	0.391	0.865	0.249	0.771
0.912	0.183	0.798	0.371	0.851	0.245	0.751
0.915	0.189	0.805	0.377	0.857	0.252	0.759
0.908	0.197	0.806	0.367	0.854	0.256	0.756
0.917	0.191	0.8	0.395	0.855	0.258	0.757
0.914	0.21	0.804	0.407	0.855	0.277	0.759
0.911	0.192	0.8	0.379	0.852	0.255	0.753
0.921	0.183	0.799	0.397	0.856	0.251	0.758
0.916	0.19	0.799	0.391	0.853	0.255	0.755
