0.899	0.157	0.811	0.279	0.853	0.201	0.752
0.905	0.151	0.818	0.274	0.859	0.195	0.76
0.907	0.141	0.804	0.28	0.852	0.187	0.75
0.903	0.145	0.816	0.263	0.858	0.187	0.758
0.898	0.155	0.819	0.262	0.856	0.195	0.756
0.901	0.147	0.81	0.27	0.853	0.191	0.752
0.91	0.135	0.807	0.274	0.856	0.181	0.755
0.899	0.146	0.812	0.261	0.853	0.188	0.751
0.898	0.148	0.809	0.265	0.851	0.19	0.749
0.891	0.174	0.81	0.287	0.849	0.216	0.746
0.904	0.175	0.812	0.315	0.855	0.225	0.756
0.897	0.144	0.819	0.244	0.856	0.181	0.755
0.901	0.14	0.807	0.263	0.851	0.183	0.748
0.901	0.148	0.807	0.274	0.852	0.192	0.749
0.904	0.157	0.813	0.287	0.856	0.203	0.756
0.9	0.151	0.816	0.265	0.856	0.192	0.756
0.903	0.133	0.813	0.247	0.856	0.173	0.754
0.916	0.141	0.817	0.285	0.864	0.189	0.767
0.906	0.165	0.813	0.304	0.857	0.214	0.758
0.9	0.14	0.81	0.256	0.852	0.181	0.75
0.906	0.152	0.808	0.291	0.854	0.2	0.753
0.904	0.15	0.809	0.281	0.854	0.196	0.753
0.9	0.152	0.813	0.271	0.854	0.195	0.753
0.903	0.131	0.812	0.246	0.855	0.171	0.754
0.901	0.143	0.815	0.258	0.856	0.184	0.755
0.908	0.147	0.808	0.289	0.855	0.195	0.754
0.901	0.153	0.808	0.281	0.852	0.198	0.75
0.899	0.141	0.811	0.254	0.853	0.181	0.75
0.899	0.158	0.806	0.287	0.85	0.204	0.747
0.904	0.166	0.817	0.297	0.859	0.213	0.76
0.915	0.15	0.815	0.302	0.862	0.201	0.764
0.892	0.157	0.809	0.267	0.848	0.198	0.744
0.904	0.154	0.812	0.286	0.855	0.201	0.755
0.903	0.141	0.811	0.261	0.854	0.183	0.753
0.907	0.156	0.817	0.286	0.86	0.202	0.761
0.901	0.159	0.816	0.279	0.856	0.202	0.757
0.905	0.167	0.819	0.296	0.859	0.213	0.761
0.906	0.153	0.809	0.291	0.855	0.2	0.755
0.9	0.157	0.807	0.286	0.851	0.203	0.749
0.902	0.169	0.815	0.297	0.856	0.215	0.757
0.897	0.159	0.816	0.272	0.855	0.201	0.754
0.901	0.145	0.804	0.275	0.85	0.19	0.747
0.906	0.148	0.814	0.277	0.857	0.193	0.757
0.901	0.157	0.808	0.286	0.852	0.203	0.75
0.903	0.182	0.812	0.323	0.855	0.233	0.756
0.901	0.156	0.815	0.278	0.856	0.2	0.756
0.9	0.154	0.811	0.277	0.853	0.198	0.752
0.896	0.144	0.803	0.261	0.847	0.186	0.742
0.902	0.149	0.804	0.282	0.85	0.195	0.747
0.903	0.149	0.811	0.276	0.854	0.194	0.753
0.899	0.144	0.807	0.263	0.85	0.186	0.747
0.905	0.164	0.808	0.307	0.854	0.214	0.754
0.898	0.145	0.822	0.244	0.858	0.182	0.758
0.898	0.156	0.808	0.28	0.851	0.2	0.748
0.907	0.153	0.81	0.291	0.855	0.2	0.755
0.896	0.155	0.801	0.281	0.846	0.2	0.742
0.897	0.151	0.812	0.264	0.853	0.192	0.751
0.904	0.152	0.815	0.276	0.857	0.196	0.757
0.902	0.149	0.815	0.266	0.856	0.191	0.756
0.91	0.164	0.816	0.309	0.861	0.215	0.764
0.899	0.144	0.819	0.248	0.857	0.182	0.757
0.905	0.149	0.817	0.272	0.859	0.192	0.76
0.904	0.154	0.808	0.29	0.853	0.201	0.752
0.905	0.16	0.809	0.299	0.854	0.208	0.754
0.9	0.163	0.801	0.303	0.848	0.212	0.745
0.906	0.168	0.816	0.304	0.859	0.216	0.76
0.903	0.145	0.811	0.27	0.855	0.189	0.754
0.903	0.154	0.819	0.272	0.858	0.196	0.759
0.908	0.163	0.813	0.305	0.858	0.212	0.759
0.9	0.151	0.816	0.266	0.856	0.193	0.755
0.899	0.146	0.805	0.269	0.849	0.189	0.746
0.906	0.165	0.816	0.3	0.859	0.213	0.761
0.904	0.154	0.812	0.286	0.855	0.201	0.755
0.902	0.158	0.816	0.281	0.857	0.203	0.757
0.906	0.165	0.823	0.289	0.862	0.21	0.765
0.903	0.153	0.811	0.281	0.855	0.198	0.754
0.899	0.151	0.818	0.261	0.857	0.191	0.757
0.899	0.141	0.815	0.249	0.855	0.18	0.753
0.902	0.165	0.816	0.291	0.857	0.211	0.758
0.899	0.164	0.811	0.29	0.853	0.21	0.752
0.899	0.154	0.821	0.26	0.858	0.194	0.759
0.907	0.131	0.803	0.263	0.852	0.175	0.749
0.899	0.158	0.814	0.275	0.855	0.201	0.754
0.903	0.143	0.806	0.272	0.852	0.188	0.749
0.902	0.163	0.816	0.288	0.856	0.208	0.757
0.901	0.147	0.82	0.258	0.859	0.188	0.759
0.897	0.159	0.809	0.282	0.851	0.204	0.749
0.904	0.161	0.82	0.284	0.86	0.205	0.762
0.899	0.16	0.809	0.287	0.852	0.205	0.75
0.901	0.165	0.819	0.284	0.858	0.209	0.759
0.902	0.171	0.818	0.297	0.858	0.217	0.759
0.907	0.148	0.802	0.295	0.851	0.197	0.748
0.901	0.19	0.827	0.309	0.863	0.235	0.767
0.909	0.16	0.807	0.314	0.855	0.212	0.756
0.907	0.147	0.807	0.287	0.854	0.194	0.753
0.899	0.146	0.811	0.262	0.853	0.188	0.751
0.909	0.159	0.809	0.31	0.856	0.211	0.757
0.905	0.133	0.813	0.252	0.856	0.174	0.755
0.902	0.144	0.809	0.269	0.853	0.188	0.751
